"subject","course_code","course_name","description","credits"
"IDS - Interdisciplinary Studies","IDS 6247","Water Resources Planning","Provides overview of water resources planning and introduces water resources planning and management tools. It will also teach students water quality, water and wastewater treatment technologies. Students will apply tools to develop water resources plans. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6270","Sustainable Food Production","Overview of global food production systems including both traditional and sustainable agriculture, animal husbandry, and aquatic farming practices, their impact on ecosystems and the environment, and solutions for feeding a rapidly growing population. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6271","The Future of Food: Environment, Health and Policy","This interdisciplinary course will introduce students to food as an operational component of the environment, human health, and public policy throughout the world and discuss historical perspectives, current issues, and future outlooks of food security. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6272","Research Methods for Sustainability","Course teaches the process and procedures for a hands-on, in-depth experience with the tools, methodologies and the underlying rationale for inquiry so students can responsibly design and conduct original research in their field of study or concentration. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6275","Policy for Sustainability","This course explores concepts, principles, and case studies pertaining to sustainability policy. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6276","Navigating the Sustainable Food/Energy/Water Nexus","The FEW nexus helps students navigate the complexities of sustainability, using case studies in food energy and water to create industrial ecology systems closing the loop from the solar energy that sustains food production through food waste to new food. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6279","Sustainability Policy Analysis and Implementation","This course offers an overview of sustainable policy analysis and implementation and how proper local, state, federal, and foreign policy creation is an essential component of domestic and global sustainability. With a combined focus on policy analysis, evaluation, formulation, adoption, and implementation, students will learn how to ameliorate economic, social, or environmental concerns. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6280","Climate Change Adaptation and Mitigation","This course will use an interdisciplinary approach to assess the impacts of climate change, and to develop climate change mitigation and adaptation strategies. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6368","Strategic Communication","The course is a two-day dynamic and interactive 1-credit executive education course that provides practical policy-oriented practitioner’s experience to participants who desire to enhance their skills to communicate effectively in a globalized world. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | School of Interdisciplinary Global Studies","1"
"IDS - Interdisciplinary Studies","IDS 6369","Strategic Global Negotiations","The course provides a practical policy-oriented practitioner’s experience to participants who desire to enhance their skills to negotiate effectively in a globalized world dealing with real issues of conflict resolution and peace-building. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | School of Interdisciplinary Global Studies","1"
"IDS - Interdisciplinary Studies","IDS 6707","Envisioning Sustainability: Tools for 21st Century Communicators of Sustainability Science","Course teaches how to write, create, and communicate compelling sustainability content using VR, video, animation, multi-media, digital photography, etc. for broadcast media, marketing, public presentations, poster sessions, scientific papers and PSAs. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","3"
"IDS - Interdisciplinary Studies","IDS 6908","Directed Reading/Directed Independent Study","Individual study by students under the direction of a faculty member. Topics vary and are usually selected on an individual basis. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF Patel College of Global Sustainability | Dean’s Office (CS)","1-3"
"IDS - Interdisciplinary Studies","IDS 6918","Directed Independent Research","Research projects or certain aspects of research carried out by student(s) under the supervision of an instructor intended to help students acquire skills in applying research principles and obtaining practice in rigorous data collection and research. Prerequisite(s):None Corequisite(s):None Co-Prerequisite(s):None USF College of Arts and Sciences | Dean’s Office (AC)","1-3"
