"code","level","title","credits","description"
"ANTHR 530","","Great Basin Archaeology",3.0,"Overview of ethnography, history of research, and prehistory of the Great Basin culture area. Current issues in archaeological research emphasized."
"HONRS 320","No","Great Questions Tutorial",3.0,"This capstone to the Honors Program coursework provides group and individual instruction in researching and writing the Great Question Essay, an interdisciplinary essay on an approved ""great question"" of the student's choosing."
"CL CV 261","","Gk Rom Cv Lit Film",3.0,"Literature and civilization of ancient Greece and Rome as depicted in modern film with attendant problems of accuracy and historicity."
"CL CV 241","","Greek&Roman Mythology",3.0,"Greek and Roman gods, heroes, and myths, emphasizing literature but also giving attention to representations in the visual arts."
"ARTHC 304","","Greek Art",3.0,"History and appreciation of Greek art, with consideration of formative cultures."
"GREEK 435","","Greek Lyric Poetry",3.0,"In-depth study of Ancient Greek lyric poetry."
"GREEK 411R","","Greek NT & Christian Texts",3.0,"Topics include Greek New Testament, the transmission and translation of New Testament manuscripts, and selections from other early Christian Greek writings."
"GREEK 620R","","Greek Poets",3.0,"Detailed study of one major Greek poet or poets.  Topics vary."
"GREEK 401","","Greek Prose Composition",3.0,"Exercises in composing Greek prose."
"GREEK 625R","","Greek Prose Writers",3.0,"Detailed study of one major Greek prose author or authors.  Topics vary."
"GREEK 640R","","Greek Romance",3.0,""
"GEOL 435","No","Groundwater",3.0,"Introduction to the occurrence, movement, and properties of subsurface water. Topics include surface and groundwater relationships, water budgets and the hydrologic cycle, Darcy's law, the physics of groundwater flow, flow nets, flow paths in confined and unconfined aquifers, and basin hydrogeology."
"CE 648","","Contaminant Transport",3.0,"Fate and transport of contaminants in groundwater. Advection, dispersion, adsorption, biodegradation, and computer simulation focusing on the theory and mathematics used to model these processes. "
"CE 547","Yes","Groundwater Modeling",3.0,"Computer simulation of groundwater flow systems; modeling theory, numerical methods, data management, boundary conditions, calibration, and stochastic analysis."
"CPSE 648","","Grp Coun & Interv",3.0,"Primarily group approaches to personal and social counseling and guidance, including skill-streaming groups, divorce and loss groups, parent education groups, grief therapy interventions, and problem-focused interventions."
"PSYCH 555","","Group Dynamics",3.0,"Theories and research on small-group processes and mass behavior."
"MFT 670R","","Group Process Interaction",2.0,"Theoretical foundations, key issues and themes, and instruction in facilitating group therapy practice."
"PSYCH 654","","Group Psychotherapy",3.0,"Theory and techniques of small-group processes."
"MATH 473","No","Group Representation Theory",3.0,"FG-modules; Maschke's theorem; Schur's lemma; characters of groups; orthogonality relations of characters; induced, lifted and restricted characters; construction of character tables; Burnside's theorem."
"SOC W 662","","Group Work Theory",3.0,"Structure, function, dynamics, and development of small groups, emphasizing group models and group theory."
"HIST 377","","Growing Up in America",3.0,"The changing experiences of young people growing up in America. Major themes in the history of American childhood and youth from the colonial period to the present."
"EXDM 431","No","Customer Experience Management",1.5,"Focus on intentional customer experience management. How customer experience management can be a catalyst for organizations becoming more experience centric. Learn how to advocate for intentional customer experience management within organizations."
"CHEM 331","No","Guided Learn Chem Instruction",3.0,"Methods for guiding the learning of high school chemistry students, including modeling of instruction and practice in preparing and conducting demonstrations."
"MUSIC 160R","No","Guitar",1.0,"Private or semiprivate instruction. One to two hours of daily practice."
"MUSIC 343R","","Guitar Ensemble",1.0,""
"MUSIC 643R","","Guitar Ensemble",1.0,""
"MUSIC 118R","","Guitar Tech & Lit",2.0,"Continuation of Music 117."
"GWS 394R","No","GWS Topics in Other Languages",3.0,"The topics in this course relate to women and gender in non-English speaking cultures and communities. The course materials and instruction are offered in a language other than English."
"SWELL 136","No","Gymnastics, Beginning",0.5,"Beginning gymnastics. Men and women: floor, vault, trampoline. Men: Rings, parallel bars, horizontal bar, and mushroom. Women: Uneven parallel bars and beam. Focus will be on fundamental skills and their proper execution."
"ACC077","No","Haley Test w/ Action",1.0,"Testing whether or not the course number will stick"
"PHIL 350R","No","Hannah Arendt","",""
"PWS 211","No","Hardscape Materials",2.0,"Theory and mechanics of hardscape design and construction."
"MATH 644","","Harmonic Analysis",3.0,"Harmonic analysis on the torus and in Euclidean space; pointwise and norm convergence of Fourier series and functional-analytic aspects of Fourier transforms emphasized."
