"subject","level","course_code","course_name","description","credits"
"GRK - Greek ","Graduate Courses","GRK 5340","Greek Poetry","Selected readings in Greek poetic texts from various genres. Topics may vary. May be repeated up to 9 credit hours with different content.","3 Semester Credit Hours"
"GRK - Greek ","Graduate Courses","GRK 7000","Research","","V1-12 Semester Credit Hours"
"GST - General Studies ","Undergraduate Courses","GST 2001","General Studies Abroad","Individual studies in interdisciplinary, international, and multicultural experiences.","V1-12 Semester Credit Hours"
"GST - General Studies ","Undergraduate Courses","GST 3013","TTU Affiliate Study Abroad","Study Abroad.","V1-15 Semester Credit Hours"
"GST - General Studies ","Undergraduate Courses","GST 4000","Internship in General Studies","Supervised internship with government offices and agencies including primarily congressional and legislative offices in Washington, D. C. and Austin, Texas. Open to all undergraduate, graduate, and law students at Texas Tech.","V1-6 Semester Credit Hours"
"GST - General Studies ","Graduate Courses","GST 5013","TTU Affiliate Study Abroad","Open only to students during a term in which they are studying abroad on a Texas Tech-approved affiliate program with department or college approval.","V1-18 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 2300","Gender Development: Life Span Perspectives","Introduction to gender concepts and to the impact of gender on individual and family developmental processes.  Fulfills multicultural requirement.  [ WGS 2301 ] F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 2303","Life Span Human Development","TCCNS:[PSYC2314]Introduction to the theories, processes, and enhancement of development for infants, young children, adolescents, and adults.  Fulfills core Social and Behavioral Sciences requirement.   F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 2305","Developmental Assessment of Young Children","Discusses the goals, benefits, and uses of assessment techniques in tracking development of young children. Emphasizes integration of family/professional perspectives in the development process.     F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 2311","Introduction to Early Childhood","TCCNS:[TECA1311]Introduction to the profession of early childhood focusing on developmentally appropriate practice, historical influences, program models, and current issues including legislation, public policy, and ethics.     F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 2320","Basic Interpersonal Skills","The study and application of interpersonal skills as they relate to various age levels and social contexts.     F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 2322","Partnering: The Development of Intimate Relationships","Intimate relationship development from adolescence through adulthood with an emphasis on relationship processes, diversity in types of partnering, and developmental/contextual variations in relationships.  Fulfills core Social and Behavioral Sciences requirement.   F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3301","Theories of Human Development and Family Sciences","Prerequisite: 2.5 TTU GPA. The major theories in human development and family studies. Course focuses on the meaning of theory to individual and family development over the lifespan. Implication of theory and program development and services are reviewed.   (CL) [ EC 3301 ] F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3306","Understanding Child and Adolescent Behavior","Prerequisites: 2.5 TTU GPA. Examines development and strategies for promoting social and emotional health and wellbeing and positive behavior and relationships with children and adolescents.    [ EC 3306 ] F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3310","Prenatal and Infant Development","Prerequisites: 2.5 TTU GPA. Study of how to promote the psychomotor, social-emotional, and cognitive-language development of infants from the prenatal period through the first two years in their interactions with caregivers, peers, and the environment.   (CL) [ EC 3310 ] F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3311","Supervised Experiences with Infants and Toddlers","Prerequisite: 2.5 TTU GPA, unless student is registered in first semester. Supervised experience with infants and toddlers. State law requires students to pass a background check.    [ EC 3311 ] F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3312","Development During Childhood","Prerequisites: 2.5 TTU GPA. Examination of psychomotor, social-emotional, and cognitive-language development during childhood.   (CL) [ EC 3312 ] F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3313","Supervised Experiences with Young Children","Prerequisite: 2.5 TTU GPA. Supervised experience with young children. State law requires students to pass a background check.    [ EC 3313 ] F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3316","Development in Adolescence","Prerequisites: C or better in HDFS 3301 and 2. 5 TTU GPA. Enhancing the psychosocial, social-emotional, and cognitive-language development of adolescents within their interactions with peers, adults, and the culture.     S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3318","Development in Young Adulthood","Prerequisite: 2.5 TTU GPA. Examination of individual developmental processes during the transition to adulthood and the first two decades of adult life.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3319","Development in Middle Adulthood","Prerequisite: 2.5 TTU GPA. Examination of individual developmental processes from the mid-life transition through the middle years of adult life.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3320","Contemporary Families","Prerequisite: 2.5 TTU GPA. Analysis of family interaction patterns with an introduction to family research. A study of family heritage, development, and networks. Emphasizing sociocultural variations of families.   (CL)  F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3321","Human Sexuality from a Life Span Perspective","Prerequisite: 2.5 TTU GPA. Human sexuality from a life span perspective, with emphasis on developmental, familial, and societal factors that influence individual sexuality.    [ WGS 3321 ] F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3322","The Family in the Community","Prerequisite: 2.5 TTU GPA. Study of community resources as they relate to welfare of children and families.     F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3324","Dynamics of Family Interaction","Prerequisite: 2.5 TTU GPA. Examination of interpersonal processes in the family and other intimate groups. Conceptual analysis of family interaction patterns (e.g., communication, roles, relationships, power, decision making, love, conflict).     F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3326","Families in Crisis","Prerequisites: 2.5 TTU GPA and sophomore or higher standing. Examination of theories and strategies for helping families deal productively with crises. Consideration of child exceptionality, child abuse, unemployment, divorce, rape, alcoholism, death, and other crisis events.     F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3331","Parenting","Prerequisite: 2.5 TTU GPA. Basic principles and skills for parent effectiveness. Includes strategies for inclusion of parents in the developmental-educational processes of the child.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3332","Aging in Families","Prerequisite 2.5 TTU GPA. Examination of aging individuals in family context with emphasis on intergenerational relationships and needs that arise from life transitions, living arrangements, employment, and health.     F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3350","Development in Cross-Cultural Perspective","Prerequisite: 2.5 TTU GPA. Critical examination of developmental and family theory and research across a diverse range of cultures.   (CL) [ EC 3350 ] F, S.","3 Semester Credit Hours"
"HDFS - Human Developmental and Family Sciences ","Undergraduate Courses","HDFS 3360","Family Life Education and Ethics","Prerequisite: 2.5 TTU GPA. A problem-based approach to community family life education, with particular emphasis on teaching methodologies and professional ethics.     F, S.","3 Semester Credit Hours"
