"department","description","course_code","course_name","credits"
"Theatre + Dance","Friday Movement Practice is a weekly meeting in which Dance majors gather to dance together, led by a rotating roster of faculty and guest artists. It is one way in which the School of Theatre + Dance seeks to engage students in the experience of a broad range of movement methods and approaches, and to provide opportunities for all students to dance in community. Additionally, an important part of professional development is interacting with working artists in the field. Grading Scheme:S/U","DAA 2800","Friday Movement Practice","0 Credits"
"Theatre + Dance","Experience in intermediate level technique, readings, observations and movement exploration exercises. Grading Scheme:Letter Grade","DAA 3108","Contemporary Dance Practices 3","2 Credits"
"Theatre + Dance","Intermediate ballet technique with discussion of terminology and theory. Grading Scheme:Letter Grade","DAA 3208","Contemporary Ballet Practices 3","2 Credits"
"Theatre + Dance","Instruction in pointe technique with the study of variations from classical ballet repertory. Grading Scheme:Letter Grade","DAA 3224","Pointe1 Credit","1 Credit"
"Theatre + Dance","A performance-based course aimed at developing the understanding of various styles of dance within the African  African Diasporic realms as a movement practice and an art form. Grading Scheme:Letter Grade","DAA 3343","Contemporary African & African Diasporic Dance Practices 3","2 Credits"
"Theatre + Dance","Intermediate level classes in jazz combining technique, style and movement skills. Grading Scheme:Letter Grade","DAA 3508","Intermediate Jazz","2 Credits"
"Theatre + Dance","For those who already have an established tap foundation and explores faster and more complex tap material. Although geared toward students pursuing a career in musical theatre, all interested in tap are welcome. Grading Scheme:Letter Grade","DAA 3524L","Tap 2","2 Credits"
"Theatre + Dance","Practice and study in choreography with focus on various compositional styles, both traditional and nontraditional. Grading Scheme:Letter Grade","DAA 3614","Dance Composition 3","2 Credits"
"Theatre + Dance","Practice and study in choreography of group works, including theory and aesthetics. Grading Scheme:Letter Grade","DAA 3615","Dance Composition 4","2 Credits"
"Theatre + Dance","Advanced level techniques, readings, observation, informal performance and movement exploration exercises. Grading Scheme:Letter Grade","DAA 4110","Contemporary Dance Practices 4","2 Credits"
"Theatre + Dance","Advanced ballet technique with discussion of terminology and style. Grading Scheme:Letter Grade","DAA 4210","Contemporary Ballet Practices 4","2 Credits"
"Theatre + Dance","Develops the understanding of various styles of dance within the African and African Diasporic realms as a movement practice and an art form; performance based. Grading Scheme:Letter Grade","DAA 4344","Contemporary African & African Diasporic Dance Practices 4","2 Credits"
"Theatre + Dance","Experience in dance ensemble: preparation, performance and production. Grading Scheme:Letter Grade","DAA 4685","Dance Ensemble1 Credit","1 Credit"
"Theatre + Dance","Systematic achievement of strength, tone, flexibility and posture for optimal physical performance in dance. May be repeated with a change of content up to six credits. Grading Scheme:Letter Grade","DAA 4755","Pilates Technique for the Dancer","1-3 Credits"
"Theatre + Dance","An intensive workshop including technique (ballet, jazz, modern, multicultural), improvisation, composition, repertory, production work and culminating in performance. Grading Scheme:Letter Grade","DAA 4920","Summer Dance Intensive","1-6 Credits"
