"course_code","course_name","course_level","course_hours","course_description"
"POLS 550","Comparative Politics","Graduate","3 Hours","Survey of the subfield of Comparative Politics within Political Science. Course includes an introduction to the major methods and theoretical perspectives employed in the field including an overview of rational, structural and cultural perspectives."
"POLS 551","Comparative Political Institutions","Graduate","3 Hours","This course covers core debates in the study of comparative political institutions. Students discuss constitutional engineering, parliamentary versus presidential systems, electoral rules, party systems, representation, legislative rules of procedure, federalism, veto points, and other topics."
"POLS 555","Comparative Public Policy","Graduate","3 Hours","Comparison of public policy stages in several advanced industrial democracies with emphasis on various explanations of public policy in these countries in different policy areas.  (3 hr. seminar.)."
"POLS 559","Contentious Politics","Graduate","3 Hours","This is a course sub- field of political science, encompassing International Relations, Comparative and American Politics. This course presents a survey of the main concepts, theoretical debates, and methodological approaches in the field."
"POLS 560","International Theory and Policy","Graduate","3 Hours","Survey of theoretical approaches in the study of international relations, covering major works in the realist, neo-liberal, and foreign policy literature. Emphasis on the place of foreign policy explanations within the wider, systemic international relations literature.   (3 hr. seminar.)."
"POLS 591","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"POLS 593","Special Topics","Graduate","1-6 Hours","A study of contemporary topics selected from recent developments in the field."
"POLS 596","Graduate Seminar","Graduate","1-3 Hours","PR: Consent. Each graduate student will present at least one seminar to the assembled faculty and graduate student body of his or her choice."
"POLS 603","Advanced Quantitative Analysis","Graduate","3 Hours","POLS 603.  Advanced Quantitative Analysis.  3 hr. A survey of advanced statistical applications in political science, covering time series analysis, maximum likelihood estimation, and structural equation modeling."
"POLS 630","Seminar: American Politics and Policy","Graduate","3 Hours","A survey of classic and contemporary literature on U.S. politics and policy. Emphasis on how various institutions and linkage mechanisms affect the policy process. (3 hr. seminar.)."
"POLS 638","Seminar: Policy Implementation","Graduate","3 Hours","Research seminar focusing on how the intentions of policy- makers are transformed into programs and policies which have both intended and unintended consequences. Topics include traditional implementation studies, rational choice approaches, neo-institutionalism, and principal-agent theory.  (3 hr. seminar.)."
"POLS 660","International Political Economy","Graduate","3 Hours","Advanced theoretical courses in IPE. Topics include capital financial and trade liberalization, economic development, regionalism, and the intricacies between domestic governments and international economic relations."
"POLS 665","Comparative Foreign Policy","Graduate","3 Hours","Application of the comparative method of theoretically assessing the mainly domestic sources of conflict and change in foreign policy beyond the U.S. case and in cross- national and historical perspective."
"POLS 666","National Security Policy","Graduate","3 Hours","Overview of security policy issues as both foreign and domestic policy. Traces the development of defense and security, arms transfers, spending tradeoffs, deterrence, game theoretic decision models, intelligence analysis, and terrorism."
"POLS 667","Foreign Policy Decision Making","Graduate","3 Hours","This course examines the roots of foreign policy decision making.  It examines how ideational, cultural, institutional and political variables constrain decision makers, and how the core psychological characteristics of decision makers shape their behavior."
"POLS 670","Professional Seminar in Political Theory","Graduate","3 Hours",""
"POLS 691","Advanced Topics","Graduate","1-6 Hours","PR: Consent. Investigation of advanced topics not covered in regularly scheduled courses."
"POLS 703","Internship","Graduate","6-9 Hours","per semester; students may enroll more than once. PR: Consent."
"POLS 710","Judicial Politics, Policy and Law","Graduate","3 Hours","Judicial influence on American public policy with emphasis on the political theory of American law, the agenda of disputes, the formulation of public policy  by courts, and the effects of judicial policy on politics. (3 hr. seminar.)."
"POLS 712","American Construction and Political Development","Graduate","3 Hours","The development of American political institutions, with emphasis on theoretical underpinnings of American politics and the role of courts and the Constitution in defining the scope of political change in America."
"POLS 715","The American Presidency","Graduate","1-6 Hours","This course examines how the president interfaces with other power centers in the political system, and assesses the extent to which this institution is capable of meeting what we have come to expect of it."
"POLS 728","Congress","Graduate","3 Hours","Students engage research literature on the U.S. Congress, examining theories of member behavior, the role of political parties, the endogenous creation and reform of congressional institutions, and other areas of research on Congress."
"POLS 790","Teaching Practicum","Graduate","1-3 Hours","PR: Consent. Supervised practice in college teaching of political science Note: This course is intended to insure that graduate assistants are adequately prepared and supervised when they are given college teaching responsibility.  It will also present a mechanism for students not on assistantships to gain teaching experience.  (Grading will be P/F.)."
