course_code,title,credits,description
ENTOM 150,"Insects, Science, and World Cultures",3 (2-3),"An interdisciplinary view of the global impact of insects on humans in the arts, myths and legends, cuisine, human nutrition, agriculture, sustainability, and medicine; exploration of the use of insects and their products in culture, scientific research, and forensics. Cooperative: Open to UI degree-seeking students."
ENTOM 201,[BSCI] Science in the Public Eye,3,"Course Prerequisite: [PSCI] UCORE or concurrent enrollment, [BSCI] UCORE or concurrent enrollment, or sophomore standing. Scientific literacy in biology and medicine, using evolutionary theory as the unifying framework for all life."
ENTOM 340,Agricultural Entomology,3 (2-3),"Course Prerequisite: BIOLOGY 106 or 107. Control, identification, and biology of insects and related arthropods. Course equivalent to OSU's Ent 311 and UI's Ent 322."
ENTOM 343,[M] General Entomology,3,"Biology, natural history, and importance of insects and related arthropods."
ENTOM 344,[M] General Entomology Laboratory,2 (0-6),Identification and taxonomy of insects and related arthropods; insect collection and field work required.
ENTOM 351,Ecological and Integrated Pest Management,3,"Course Prerequisite: BIOLOGY 106, 107, or 120. Philosophy, ecological foundation, tactics, and strategies of ecologically-based and integrated pest management."
ENTOM 361,Honey Bee Biology,3,"Biology of the honey bee, including behavior, genetics, evolution, pollination, sociality, and beekeeping practices. Cooperative: Open to UI degree-seeking students."
ENTOM 362,Practical Beekeeping,1 (0-3),"Course Prerequisite: ENTOM 361. A lab course with field trips and regular interaction with live honey bees covering practical skills including care and management of hives, diagnosis of common problems, honey processing, and the business of beekeeping."
ENTOM 401,"Biology and Society, Past and Present",3,Course Prerequisite: BIOLOGY 106. Development of biological ideas and knowledge from antiquity to present with emphasis on major advances achieved through invertebrate models. Recommended preparation: BIOLOGY 150. Cooperative: Open to UI degree-seeking students.
ENTOM 448,Medical and Veterinary Entomology,3,Biology and ecology of parasitic arthropods and their direct impacts on human and animal health; transmission of pathogens. Credit not granted for both ENTOM 448 and ENTOM 548. Offered at 400 and 500 level.
ENTOM 460,Biotechnology and the Environment,3,"Course Prerequisite: BIOLOGY 106, 107, or 120; 3 credit hours CHEM. Benefits, regulations, and human and environmental impacts of biotechnology used for crop protection, agricultural and energy production, and environmental remediation and management. (Crosslisted course offered as ENTOM 460, SOE 460.)"
ENTOM 461,Pollinator Ecology,3,"Course Prerequisite: BIOLOGY 372, ENTOM 343, ENTOM 361, or SOE 300. Critical roles of pollinators in ecology, with focus on pollinator behavior, plant-pollinator interactions, and the impact of policy, agriculture, and environment changes on pollinator communities."
ENTOM 490,Special Topics in Entomology,V 1-4,May be repeated for credit ; cumulative maximum 10 credits . Credit not granted for both ENTOM 490 and ENTOM 590. Offered at 400 and 500 level. Cooperative: Open to UI degree-seeking students.
ENTOM 511,Science Writing Workshop,2,"Instruction, tools, and peer review support to write graduate research proposal or journal article. (Crosslisted course offered as CROP SCI 511, ENTOM 511, SOIL SCI 511.)"
ENTOM 520,Biological Control of Arthropods and Insect Conservation,2,The science and application of biological control of insects and mites in agriculture teamed with an overview of insect decline and conservation and their growing importance to humankind.
ENTOM 539,Taxonomic Entomology,4 (2-6),Survey of approximately 200 major families; collecting and preservation techniques. Cooperative: Open to UI degree-seeking students.
ENTOM 548,Medical and Veterinary Entomology,3,Biology and ecology of parasitic arthropods and their direct impacts on human and animal health; transmission of pathogens. Credit not granted for both ENTOM 448 and ENTOM 548. Offered at 400 and 500 level.
ENTOM 550,Insect Physiology,3,"General principles of insect physiology; the mechanisms of vital processes in insects; organ, cellular, subcellular, chemical and physical levels. Required preparation must include BIOLOGY 332, 352, CHEM 345, ENTOM 340, or 343. Cooperative: Open to UI degree-seeking students."
ENTOM 555,Agricultural Chemical Technology for Crop Protection & Production,3,Mechanistic examination of agricultural chemical technology; synthetic and biological pesticides and fertilizers; mechanism of biological activity; deployment; management.
ENTOM 556,Insecticides: Toxicology and Mode of Action,1,"Insecticides in terms of historical perspective, classification, synthesis, toxicity, mode of action, and metabolism. Required preparation must include MBIOS 303; CHEM 345; BIOLOGY 352, 420, or 350."
ENTOM 557,Herbicides: Toxicology and Mode of Action,1,"Herbicides in terms of historical perspective, classification, synthesis, toxicity, mode of action, and metabolism. Required preparation must include MBIOS 303; CHEM 345; BIOLOGY 352, 420, or 350."
ENTOM 558,Pesticide Topics,1,"Current issues concerning pesticides in terms of toxicity, mode of action, and metabolism. Required preparation must include MBIOS 303; CHEM 345; BIOLOGY 352, 420, or 350."
ENTOM 590,Special Topics in Entomology,V 1-4,May be repeated for credit ; cumulative maximum 10 credits . Credit not granted for both ENTOM 490 and ENTOM 590. Offered at 400 and 500 level. Cooperative: Open to UI degree-seeking students.
ENTOM 593,Seminar,1,May be repeated for credit . Reporting and discussing problems and research in entomology.
ENTOM 700,"Master's Research, Thesis, and/or Examination",V 1-18,"May be repeated for credit . Independent research and advanced study for students working on their master's research, thesis and/or final examination. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 700 credit. S, U grading."
ENTOM 702,"Master's Special Problems, Directed Study, and/or Examination",V 1-18,"May be repeated for credit . Independent research in special problems, directed study, and/or examination credit for students in a non-thesis master's degree program. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 702 credit. S, F grading."
ENTOM 800,"Doctoral Research, Dissertation, and/or Examination",V 1-18,"May be repeated for credit . Course Prerequisite: Admitted to the Entomology PhD program. Independent research and advanced study for students working on their doctoral research, dissertation and/or final examination. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 800 credit. S, U grading."
ENTRP 105,Entrepreneurship for Athletes,1,"Overview of athlete focused entrepreneurship, introduction to related business concepts."
ENTRP 426,Entrepreneurial Finance,3,"Raising capital for new enterprises; venture capital, IPOs, debt financing, leasing and valuing start-up ventures."
ENTRP 485,[M] New Venture Planning,3,"Course Prerequisite: Junior standing. Skills, behaviors, and knowledge necessary for creating and growing new ventures; evaluating opportunities, developing growth strategies, obtaining venture financing, intellectual property, and building a management team."
ENTRP 486,Launching New Ventures,3,Course Prerequisite: ENTRP 485 with a C or better; junior standing. Focus on turning an idea into a serious business venture; research new business opportunities and become skilled in developing business tools and processes to carry out venture-launch strategies; compete in the WSU Business Plan Competition.
ENTRP 489,Entrepreneurial Management,3,"Philosophy and nature of entrepreneurship for all business organizations; analytical, financial and interpersonal entrepreneurial skills."
ENTRP 490,[M] Entrepreneurial Marketing,3,"Concepts, issues, and techniques of marketing in entrepreneurial ventures and the role of entrepreneurship in marketing efforts of all firms."
ENTRP 492,[CAPS] Small Business Strategy and Planning,3,Course Prerequisite: FIN 325; I BUS 380; MGTOP 340; MKTG 360; completion of Carson Career Amplifier Tier II or Crimson Pathway I; admitted to a major or minor in the College of Business; senior standing. Application of management theory and principles to small firms; applied consulting experience with operating businesses.
ENTRP 496,Special Topics,V 1-3,May be repeated for credit ; cumulative maximum 6 credits . Course Prerequisite: Admitted to a major or minor in the College of Business. Course covers new or time-sensitive topics in entrepreneurship.
ENTRP 498,Entrepreneurship Internship,V 2-15,"May be repeated for credit ; cumulative maximum 15 credits . Course Prerequisite: By department permission. Cooperative educational internship with a business, government, or nonprofit organization. S, F grading."
ENTRP 499,Special Problems,V 1-4,"May be repeated for credit . Course Prerequisite: By department permission. Independent study conducted under the jurisdiction of an approving faculty member; may include independent research studies in technical or specialized problems; selection and analysis of specified readings; development of a creative project; or field experiences. S, F grading."
