"department","code","title","description","credits"
"FIVS - Forensic & Inv Science (FIVS)","FIVS 491","Research","Credits 0 to 4. 

0 to 12 Lab Hours.Research conducted under the direction of a faculty member in forensic and investigative sciences. May be repeated for credit.Prerequisite:Junior or senior classification and approval of instructor.","Credits 0 to 4. 

0 to 12 Lab Hours."
"FREN - French (FREN)","FREN 101","Beginning French I","Credits 4. 
3 Lecture Hours. 
2 Lab Hours.(FREN 1411) Beginning French I.   Elementary language study with oral, written, and reading practice. Preparation for conversation. Part of class preparation will be done in language laboratory.","Credits 4. 
3 Lecture Hours. 
2 Lab Hours."
"FREN - French (FREN)","FREN 102","Beginning French II","Credits 4. 
3 Lecture Hours. 
2 Lab Hours.(FREN 1412) Beginning French II.   Continuation ofFREN 101. Part of class preparation will be done in language laboratory.Prerequisite:FREN 101.","Credits 4. 
3 Lecture Hours. 
2 Lab Hours."
"FREN - French (FREN)","FREN 201","Intermediate French I","Credits 3. 
3 Lecture Hours.(FREN 2311) Intermediate French I.   Readings of average difficulty. Review of grammar; practice in conversation and composition.Prerequisite:FREN 102.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 202","Intermediate French II","Credits 3. 
3 Lecture Hours.(FREN 2312) Intermediate French II.   Continuation ofFREN 201with more advanced material.Prerequisite:FREN 201.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 221","Field Studies I","Credits 3. 


3 Other Hours.French language and culture taught in France; supervised travel of cultural interest; living with local families; participation in the activities and courses of a French university or institute; written and oral reports, exams.Prerequisite:FREN 102with a grade of B or higher or approval of instructor; concurrent enrollment inFREN 222.","Credits 3. 


3 Other Hours."
"FREN - French (FREN)","FREN 222","Field Studies II","Credits 3. 


3 Other Hours.French language and literature taught in France in cooperation with a French university or institute; exams, written reports.Prerequisite:FREN 102with a grade of B or higher or approval of instructor; concurrent enrollment inFREN 221.","Credits 3. 


3 Other Hours."
"FREN - French (FREN)","FREN 285","Directed Studies","Credits 1 to 4. 


1 to 4 Other Hours.Individual supervision of readings or assigned projects in French, selected for each student individually.Prerequisite:Approval of instructor and department head.","Credits 1 to 4. 


1 to 4 Other Hours."
"FREN - French (FREN)","FREN 289","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours.Selected topics in an identified area of French. May be repeated for credit.Prerequisite:Approval of instructor.","Credits 1 to 4. 
1 to 4 Lecture Hours."
"FREN - French (FREN)","FREN 300","Written Communication in the French-Speaking World","Credits 3. 
3 Lecture Hours.Strategies for effective communication in the written language; active production of a variety of narrative, expository, analytical, persuasive and epistolary texts with special attention to language appropriate to various social, professional and cultural contexts both in French and in the Francophone world; conducted in French.Prerequisite:FREN 202orFREN 222.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 301","French Society and Culture in Evolution","Credits 3. 
3 Lecture Hours.Events, figures, monuments, laws and cultural productions, texts and events participating in the evolution of French institutions, religion, socio-economic structures, marriage, sexuality and identities from the Gallo-Roman period through May 1968; conducted in French.Prerequisite:FREN 202orFREN 222.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 306","Technical and Business French","Credits 3. 
3 Lecture Hours.Advanced-intermediate course to provide cross-cultural communication skills crucial to succeeding in a francophone business or technical environment, including topics on business and technical jargon, correspondence, résumés, interviewing, the European Union, telecommunications, technology and the French-speaking community.Prerequisite:FREN 202orFREN 222or approval of instructor.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 311","Oral Communication in the French-Speaking World","Credits 3. 
3 Lecture Hours.Strategies for effective communication in the spoken language; case studies in economic, political, cultural, social and environmental issues as presented through the press and audio-visual media of France and the Francophone world; conducted in French.Prerequisite:FREN 202orFREN 222.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 321","French Literature I","Credits 3. 
3 Lecture Hours.Representative works of French poetry, theater, essays and novels in the historical, cultural and political context of French society from the Middle Ages through the 18th century; conducted in French.Prerequisite:FREN 202orFREN 222.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 322","French Literature II","Credits 3. 
3 Lecture Hours.Representative works of French and Francophone novels, plays, poetry and essays reflecting the societies and cultural experience of French-speaking people in the 19th, 20th and 21st centuries; conducted in French.Prerequisite:FREN 202orFREN 222.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 336","Politics, Culture and Society in Contemporary France","Credits 3. 
3 Lecture Hours.Contemporary France.   Salient aspects of present-day French society and culture, including government, demographics, immigration, education, families, gender roles, entertainment and leisure,  social classes and cross-cultural tensions; conducted in French.Prerequisite:FREN 202orFREN 222.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 375","The Francophone World","Credits 3. 
3 Lecture Hours.The peoples, cultures and societies of French-speaking communities outside of France, with special attention to their colonial origins and current issues of politics, identities and migrations as represented in the press and media as well as in works of film and literature; conducted in French.Prerequisite:FREN 202or equivalent; junior or senior classification.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 418","Seminar in French Civilization","Credits 3. 
3 Lecture Hours.Discussions and observation of particular events and institutions crucial to the development of French society and culture; analysis of literary, artistic and cinematic representations of events and phenomena such as the French revolution, May 1968, and church and state relations; conducted in French. May be repeated for credit.Prerequisites:FREN 300andFREN 301,FREN 306,FREN 311,FREN 321,FREN 322,FREN 336, orFREN 375.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 422","Studies in Gender and French Literature","Credits 3. 
3 Lecture Hours.The role of gender in the production, dissemination, reception and interpretation of literary texts in the French tradition, including continental France as well as the Francophone literatures of West Africa, Canada, and elsewhere; taught in English.Prerequisite:Junior or senior classification or approval of instructor.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 425/FILM 425","French Film","Credits 3. 
3 Lecture Hours.Overview of French cinema from its origins to the present; interpretation of French cultural history and politics through film; taught in English.Prerequisites:Junior or senior classification, or approval of instructor.Cross Listing:FILM 425/FREN 425.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 481","Seminar in French and Francophone Studies","Credits 3. 
3 Lecture Hours.In-depth exploration of topics in French and Francophone literature, culture, and/or film, involving individual student research projects.  May be taken two times for credit as topics change.Prerequisite:Junior or senior classification or approval of instructor.","Credits 3. 
3 Lecture Hours."
"FREN - French (FREN)","FREN 485","Directed Studies","Credits 1 to 4. 


1 to 4 Other Hours.Individual supervision of readings or assigned projects, selected for each student individually; written and oral reports.Prerequisite:Approval of instructor and department head.","Credits 1 to 4. 


1 to 4 Other Hours."
"FREN - French (FREN)","FREN 489","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours.Selected topics in an identified area of French. May be repeated for credit.Prerequisite:Approval of instructor.","Credits 1 to 4. 
1 to 4 Lecture Hours."
"FREN - French (FREN)","FREN 491","Research","Credits 1 to 3. 


1 to 3 Other Hours.Research conducted under the direction of faculty member in French. May be taken three times for credit.Prerequisites:Junior or senior classification and approval of department head.","Credits 1 to 3. 


1 to 3 Other Hours."
