"subject","course_code","course_name","description","credits"
"Electrical Engineering","EE 238","Advanced Power Electronics","3 Adv. study of switching regulators in power management, including energy conversion topologies, state space averaging techniques, assessing voltage mode/current mode control to embedded hardware. Applications include photo-voltaic /solar grid-tied inverters, active power factor correction, analysis, computer simulation.      Prerequisite(s):Graduate Standing  Grading:Letter Graded   SustainabilityFocused-SDG 7: Affordable and Clean Energy Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 239","Advanced Applications of Power Converters","3 Covers advanced applications for power electronic converters including the design and simulation of power converters in renewable energy systems such as solar energy and wind energy, electrified transportation including electric vehicles and electrified aircrafts, and data centers.      Prerequisite(s):Graduate Standing or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 250","Probabilities, Random Variables and Stochastic Processes","3 Random variables, random processes, power spectral density, optimum linear systems, queuing theory.      Prerequisite(s):Graduate standing.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 251","Digital Communication Systems","3 Review of random processes. Gaussian noise. Sampling, quantization and pulse transmission. Bandlimited channels and equalization. Signal space analysis. Digital modulation techniques. Tradeoffs between power and transmission rate.      Prerequisite(s):EE 250 .  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 252","Advanced Communication Systems","3 Digital modulation techniques for power and bandwidth limited communication systems. Offset QPSK, GMSK, noncoherent modulation and detection. Multipath fading channels, diversity and combining methods.      Prerequisite(s):EE 250  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 253","Digital Signal Processing","3 DSP systems analysis and design. Spectral analysis and spectrograms. FIR and IIR digital filters. Quantization effects. Decimation, interpolation, and sample rate conversion. Perfect reconstruction filter banks. The discrete wavelet transform and applications. Computer implementations.      Prerequisite(s):Graduate standing or instructor consent  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 254","Machine Learning for Signal Processing","3 Comprehensive introduction to classical and modern data-driven machine learning for signal/image processing algorithms and applications. Optimal adaptive signal processing. Steepest and stochastic gradient descent implementations. General least-square linear regression. Basic signal/data classification algorithms. Introduction to deep learning implementations. Principal and independent components analyses. Sparse signal representation and sparsity promoting algorithms. Compressed sensing. Example applications.      Prerequisite(s):Graduate standing  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 257","Machine Learning for ElectricalEngineers","3 Introduction to machine learning for electrical engineers. Course covers statistical models for data analysis, inference, and prediction. Case studies and projects related to applications in Electrical Engineering.      Prerequisite(s):Graduate standing or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 258","Neural Networks","3 Fundamentals and applications of neural networks and learning processes. Course covers models of a neuron, perceptrons, Linear Mean Square (LMS) algorithm, multilayer perceptrons, back propagation algorithm, and radial basis function networks. Deep feedforward networks, regularization for deep learning, and optimization for deep models. Convolutional neural networks. Recurrent and recursive networks.      Prerequisite(s):Graduate standing or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 259","Selected Topics in Signal Processing","3 Advanced topics in signal processing. Content varies from semester to semester.      Prerequisite(s):Graduate standing or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 260","RFID Systems","3 This course gives an introduction to RFID systems. Emphasis is on RFID technology applications in biomedical devices, object tracking and identification. Complemented with practical laboratory experiments. A final project (written report and oral presentation) covers RFID applications in a topic of interest to the student.      Prerequisite(s):EE 251 or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 263","Digital Image Processing","3 Teaches the fundamental principles and algorithms for digital image processing and introduces students to computer vision and important applications. Topics include image formation, modeling, transforms, enhancement, segmentation, representation, feature extraction, and object recognition. Through a set of homework assignments and a comprehensive project, students will implement cutting-edge computer vision algorithms.      Prerequisite(s):Graduate Standing.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 265","Software-Defined Radio Communications","3 Experimental approach to designing and building wireless communications. Topics include analog/digital transmission, ADC/DAC, and wireless channel modeling. Students are exposed to MATLAB, software defined radios (USRP boards), GNU Radio, GRC (GNU Radio Companion) in homework assignments and projects.      Prerequisite(s):EE 210 or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Electrical Engineering","EE 267","Computer Vision with Artificial Intelligence Applications","3 Fundamental concepts of computer vision and image processing with applications in artificial intelligence (AI). The course first covers basic techniques of digital image processing and computer vision, including image convolution, transformation, segmentation, and pattern recognition. In connection with these techniques, the theory of Convolutional Neural Network (CNN) and related DNN is covered, with AI applications including object recognition and scene understanding for various autonomous systems.      Prerequisite(s):Graduate Standing or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
