"course_code","course_name","course_credits"
"JPN 202","JPN 202 - Intermediate Japanese II: Language and Culture","4 credits"
"JPN 221","JPN 221 - Pre-modern Japanese Literature and Culture (to 1600)","3 credits"
"JPN 222","JPN 222 - Early Modern Japanese Literature and Theatre (1600-1868)","3 credits"
"JPN 224","JPN 224 - Post-World War II Japan through Literature and Film","3 credits"
"JPN 280","JPN 280 - Special Topics in Japanese","1 to 4 credits"
"JPN 301","JPN 301 - Advanced Intermediate Japanese","3 credits"
"JPN 302","JPN 302 - Advanced Intermediate Japanese II","3 credits"
"JPN 323","JPN 323 - Modern Japanese Literature and Film (to WWII)","3 credits"
"JPN 380","JPN 380 - Special Topics in Japanese","3 credits"
"JPN 386","JPN 386 - Traditional Japanese Theater","3 credits"
"JPN 399","JPN 399 - Independent Reading","1 to 4 credits"
"JPN 480","JPN 480 - Special Topics in Japanese","1 to 4 credits"
"KOR 180","KOR 180 - Special Topics in Korean","1 to 9 credits"
"KOR 280","KOR 280 - Special Topics in Korean","1 to 9 credits"
"LAS 210","LAS 210 - Exploring Latin America","3 credits"
"LAS 220","LAS 220 - Introduction to Latino/a Studies","3 credits"
"LAS 325","LAS 325 - Human Rights in Latin America","3 credits"
"LAS 330","LAS 330 - Colonial Latin America","3 credits"
"LAS 331","LAS 331 - Modern Latin America","3 credits"
"LAS 333","LAS 333 - Study Abroad - Latin America","1 to 6 credits"
"LAS 352","LAS 352 - Geography of Latin America","3 credits"
"LAS 361","LAS 361 - People, Environment, and Development in the Amazon","3 credits"
"LAS 372","LAS 372 - From Slavery to Freedom","3 credits"
"LAS 373","LAS 373 - Latinos/as in West Michigan","3 credits"
"LAS 374","LAS 374 - Revolution in the Americas","3 credits"
"LAS 375","LAS 375 - History of Mexico","3 credits"
"LAS 376","LAS 376 - Latin American Cinema","3 credits"
"LAS 378","LAS 378 - Contemporary Latin American Literature","3 credits"
"LAS 380","LAS 380 - Special Topics in Latin American Studies","1 to 3 credits"
"LAS 399","LAS 399 - Independent Studies","1 to 3 credits"
"LAS 490","LAS 490 - Latin American Studies Internship","1 to 3 credits"
"LAT 101","LAT 101 - Elementary Latin I","4 credits"
"LAT 102","LAT 102 - Elementary Latin II","4 credits"
"LAT 201","LAT 201 - Intermediate Latin I","4 credits"
"LAT 202","LAT 202 - Intermediate Latin II","3 credits"
"LAT 285","LAT 285 - Study Abroad: Intermediate Latin","1 to 6 credits"
"LAT 350","LAT 350 - Latin Prose","3 credits"
"LAT 352","LAT 352 - Roman Poetry","3 credits"
"LAT 353","LAT 353 - Latin Prose Composition","3 credits"
"LAT 380","LAT 380 - Special Topics in Latin","1 to 4 credits"
"LAT 385","LAT 385 - Study Abroad: Advanced Latin","1 to 6 credits"
"LAT 399","LAT 399 - Independent Reading","1 to 3 credits"
"LAT 400","LAT 400 - Advanced Latin Prose","3 credits"
"LAT 401","LAT 401 - Advanced Roman Poetry","3 credits"
"LS 101","LS 101 - Law in our Lives","3 credits"
"LS 224","LS 224 - Legal Research","3 credits"
"LS 226","LS 226 - Civil Litigation I","3 credits"
"LS 320","LS 320 - Property and Probate Law","3 credits"
"LS 322","LS 322 - Commercial Law","3 credits"
"LS 324","LS 324 - Legal Writing","3 credits"
"LS 350","LS 350 - Family Law","3 credits"
"LS 370","LS 370 - Women and the Law","3 credits"
"LS 380","LS 380 - Special Topics in Legal Studies","1 to 4 credits"
"LS 399","LS 399 - Independent Reading in Legal Studies","1 to 3 credits"
"LS 428","LS 428 - Civil Litigation II","3 credits"
"LS 490","LS 490 - Legal Studies Internship","1 to 6 credits"
"LS 495","LS 495 - Legal Thought (Capstone)","3 credits"
"LS 499","LS 499 - Independent Study and Research","1 to 3 credits"
"LSS 180","LSS 180 - Laker Strategies for Success","0 credits"
"MBA 601","MBA 601 - Applied Data Analysis and Decision-making","1 credits"
"MBA 610","MBA 610 - Management Information Systems and Business Intelligence","2 credits"
"MBA 611","MBA 611 - Accounting for Managers","3 credits"
"MBA 621","MBA 621 - Financial Management","3 credits"
"MBA 631","MBA 631 - Leading People and Organizations","3 credits"
"MBA 641","MBA 641 - Applied Business Economics","3 credits"
"MBA 651","MBA 651 - Marketing for Professionals","3 credits"
"MBA 660","MBA 660 - Operations and Supply Chain Management","3 credits"
"MBA 674","MBA 674 - Self-Awareness and Leadership Style for MBAs","1 credits"
"MBA 675","MBA 675 - Legal Environment for Business","1 credits"
"MBA 676","MBA 676 - Leading People and Teams","1 credits"
"MBA 677","MBA 677 - Advanced Leadership and Ethics","1.5 credits"
"MBA 678","MBA 678 - Advanced Leadership and Ethics","1.5 credits"
"MBA 679","MBA 679 - Effective Leadership","1 credits"
"MBA 680","MBA 680 - Special Topics in MBA","1 to 9 credits"
"MBA 681","MBA 681 - Strategic Mindset and Customer Centricity","1 credits"
"MBA 683","MBA 683 - Strategic and Global Competitiveness","6 credits"
"MBA 684","MBA 684 - Professional Consulting and Communications","1 credits"
"MBA 697","MBA 697 - Professional Learning","1 to 3 credits"
"MES 201","MES 201 - Introduction to the Middle East","3 credits"
"MES 330","MES 330 - Arab Identity in Literature and Culture","3 credits"
"MES 333","MES 333 - Study Abroad - Middle East Studies","1 to 6 credits"
"MES 350","MES 350 - Islam: Scripture and Ritual","3 credits"
"MES 370","MES 370 - Contemporary Issues in the Middle East: The Model Arab League","3 credits"
"MES 380","MES 380 - Special Topics in Middle East Studies","3 credits"
"MES 386","MES 386 - Arabic through Culture and Customs","3 credits"
"MES 399","MES 399 - Independent Studies","1 to 3 credits"
"MGT 268","MGT 268 - Business Processes and Management Information Systems","3 credits"
"MGT 300","MGT 300 - Fundamentals of Management for Non-Business Majors","3 credits"
"MGT 303","MGT 303 - International Business and Culture","3 credits"
"MGT 305","MGT 305 - Managerial Skills","3 credits"
"MGT 330","MGT 330 - Entrepreneurship and Small Business Management","3 credits"
"MGT 331","MGT 331 - Managing People and Organizations","3 credits"
"MGT 333","MGT 333 - Human Resource Management","3 credits"
"MGT 334","MGT 334 - Employment and Labor Law","3 credits"
"MGT 335","MGT 335 - Human Resource Development","3 credits"
"MGT 336","MGT 336 - Compensation and Benefits Management","3 credits"
"MGT 337","MGT 337 - Supply Chain Management","3 credits"
"MGT 340","MGT 340 - Ethics and Business, Social Justice, and Sustainability","3 credits"
"MGT 345","MGT 345 - Team Building","3 credits"
"MGT 350","MGT 350 - Principles of Electronic Commerce","3 credits"
"MGT 351","MGT 351 - Enterprise Information Systems","3 credits"
"MGT 355","MGT 355 - The Diversified Workforce","3 credits"
"MGT 361","MGT 361 - Management Science","3 credits"
"MGT 362","MGT 362 - Computers in Operations Management","3 credits"
"MGT 363","MGT 363 - Managing Quality","3 credits"
"MGT 364","MGT 364 - Service Operations Management","3 credits"
"MGT 365","MGT 365 - Strategic Management of Operations","3 credits"
"MGT 366","MGT 366 - Operations Management","3 credits"
"MGT 367","MGT 367 - Manufacturing Planning and Control","3 credits"
"MGT 371","MGT 371 - Systems Analyses and Design","3 credits"
"MGT 380","MGT 380 - Special Topics in Management","3 credits"
"MGT 429","MGT 429 - Staffing Organizations","3 credits"
"MGT 430","MGT 430 - Organizational Development","3 credits"
"MGT 431","MGT 431 - Strategic Human Resources Management (Capstone)","3 credits"
"MGT 432","MGT 432 - Grievance Administration, Arbitration, and Collective Bargaining","3 credits"
"MGT 433","MGT 433 - International Human Resource Management","3 credits"
"MGT 437","MGT 437 - Family Business","3 credits"
"MGT 438","MGT 438 - Business Ethics","3 credits"
"MGT 466","MGT 466 - International Management and Multinational Corporations","3 credits"
"MGT 467","MGT 467 - Advanced Topics in Operations and Supply Chain Management","3 credits"
"MGT 471","MGT 471 - Enterprise Systems Configuration","3 credits"
"MGT 475","MGT 475 - Customized ERP Solutions","3 credits"
"MGT 477","MGT 477 - Applied Business Intelligence","3 credits"
"MGT 478","MGT 478 - Business Intelligence Development","3 credits"
"MGT 480","MGT 480 - Special Topics in Management","3 credits"
"MGT 490","MGT 490 - Management Internship","1 to 6 credits"
"MGT 495","MGT 495 - Administrative Policy","3 credits"
"MGT 499","MGT 499 - Independent Research","1 to 3 credits"
"MGT 580","MGT 580 - Special Topics in Management","1 to 3 credits"
"MGT 660","MGT 660 - Operations and Supply Chain Management","3 credits"
"MGT 672","MGT 672 - Creativity and Social Entrepreneurship","3 credits"
"MGT 680","MGT 680 - Special Topics in Management","1 to 3 credits"
"MGT 697","MGT 697 - Professional Learning","1 to 3 credits"
"MGT 699","MGT 699 - Independent Study","1 to 3 credits"
"MIC 495","MIC 495 - Microbiology and Infectious Disease","3 credits"
"MKT 300","MKT 300 - Fundamentals of Marketing for Nonbusiness Majors","3 credits"
"MKT 350","MKT 350 - Marketing Management","3 credits"
"MKT 351","MKT 351 - Consumer Behavior","3 credits"
"MKT 352","MKT 352 - Marketing Research","3 credits"
"MKT 353","MKT 353 - Marketing Negotiations","3 credits"
"MKT 354","MKT 354 - Distribution Institutions and Logistics","3 credits"
"MKT 355","MKT 355 - International Logistics","3 credits"
"MKT 356","MKT 356 - Professional Selling","3 credits"
"MKT 357","MKT 357 - Retailing","3 credits"
"MKT 358","MKT 358 - Advertising and Marketing Communications","3 credits"
"MKT 359","MKT 359 - Multinational Marketing","3 credits"
"MKT 360","MKT 360 - Digital Marketing","3 credits"
"MKT 361","MKT 361 - Sports Marketing","3 credits"
"MKT 365","MKT 365 - GIS for Economic and Business Decision-making","3 credits"
"MKT 369","MKT 369 - Creativity in Marketing Innovation","3 credits"
"MKT 370","MKT 370 - New Product Development","3 credits"
"MKT 375","MKT 375 - Marketing Ethics","3 credits"
"MKT 380","MKT 380 - Special Topics in Marketing","3 credits"
"MKT 425","MKT 425 - Brand Management","3 credits"
"MKT 451","MKT 451 - Marketing Strategy","3 credits"
"MKT 452","MKT 452 - Marketing Analytics","3 credits"
"MKT 455","MKT 455 - Advanced Selling","3 credits"
"MKT 456","MKT 456 - Sales Management","3 credits"
"MKT 457","MKT 457 - Logistics and Transportation","3 credits"
"MKT 490","MKT 490 - Marketing Internship","1 to 6 credits"
"MKT 499","MKT 499 - Independent Research","1 to 3 credits"
"MKT 651","MKT 651 - Marketing Management","3 credits"
"MKT 680","MKT 680 - Special Topics in Marketing","1 to 3 credits"
"MKT 697","MKT 697 - Professional Learning","1 to 3 credits"
"MKT 699","MKT 699 - Independent Study","1 to 3 credits"
"MLL 100","MLL 100 - How to Learn a Foreign Language","1 credits"
"MLL 101","MLL 101 - Beginning Language and Culture I","4 credits"
"MLL 102","MLL 102 - Beginning Language and Culture II","4 credits"
"MLL 201","MLL 201 - Intermediate Language and Culture I","4 credits"
"MLL 202","MLL 202 - Intermediate Language and Culture II","4 credits"
"MLL 300","MLL 300 - What's Language Got To Do With It? Exploring Identity Through Language, Culture, and Literature","3 credits"
"MLL 313","MLL 313 - Foundations of World Language Teaching","1 credits"
"MLL 314","MLL 314 - High-Leverage Practices for World Language Teaching","3 credits"
"MLL 380","MLL 380 - Special Topics in Modern Languages and Literature","1 to 9 credits"
"MLS 102","MLS 102 - Introduction to Medical Laboratory Sciences","1 credits"
"MLS 320","MLS 320 - General Laboratory Practice and Instrumentation","3 credits"
"MLS 333","MLS 333 - Transfusion Medicine I","3 credits"
"MLS 340","MLS 340 - Hematology I","2 credits"
"MLS 341","MLS 341 - Hematology I Laboratory","1 credits"
"MLS 350","MLS 350 - Management for Laboratory Science","2 credits"
"MLS 374","MLS 374 - Clinical Microbiology I","3 credits"
"MLS 375","MLS 375 - Clinical Microbiology I Laboratory","1 credits"
"MLS 380","MLS 380 - Special Topics in Medical Laboratory Science","1 to 4 credits"
"MLS 399","MLS 399 - Readings in Medical Laboratory Science","1 to 4 credits"
"MLS 405","MLS 405 - Molecular Diagnostics and Immunology","4 credits"
"MLS 422","MLS 422 - Clinical Chemistry","4 credits"
"MLS 423","MLS 423 - Clinical Chemistry Laboratory","2 credits"
"MLS 440","MLS 440 - Hematology II","2 credits"
"MLS 441","MLS 441 - Hematology II Laboratory","1 credits"
"MLS 444","MLS 444 - Transfusion Medicine II","2 credits"
"MLS 474","MLS 474 - Clinical Microbiology II","3 credits"
"MLS 475","MLS 475 - Clinical Microbiology II Laboratory","1 credits"
"MLS 492","MLS 492 - Clinical Practicum","10 credits"
"MLS 495","MLS 495 - Medical Laboratory Science Capstone","3 credits"
"MOV 101","MOV 101 - Foundations of Human Movement Science","3 credits"
"MOV 102","MOV 102 - First Aid, CPR and AED","2 credits"
"MOV 180","MOV 180 - Special Topics in Movement Science","1 to 4 credits"
"MOV 201","MOV 201 - Psychosocial Aspects of Physical Education and Sport","3 credits"
"MOV 280","MOV 280 - Special Topics in Movement Science","1 to 4 credits"
"MOV 300","MOV 300 - Kinesiology","3 credits"
"MOV 304","MOV 304 - Introduction to Exercise Physiology","3 credits"
"MOV 310","MOV 310 - Motor Skill Development","3 credits"
"MOV 345","MOV 345 - Disability, Sport and Physical Activity","3 credits"
"MOV 350","MOV 350 - The Obesogenic Environment","3 credits"
"MOV 380","MOV 380 - Special Topics in Movement Science","1 to 4 credits"
"MOV 399","MOV 399 - Independent Readings","1 to 3 credits"
"MOV 480","MOV 480 - Special Topics in Movement Science","1 to 3 credits"
"MOV 499","MOV 499 - Independent Study and Research","1 to 3 credits"
"MOV 580","MOV 580 - Special Topics in Movement Science","1 to 3 credits"
"MOV 680","MOV 680 - Special Topics in Movement Science","1 to 3 credits"
"MOV 697","MOV 697 - Professional Learning","1 to 3 credits"
"MSL 101","MSL 101 - Military Science and Leadership Introduction to the Army","1 credits"
"MSL 102","MSL 102 - Introduction to the Army and Critical Thinking","1 credits"
"MSL 201","MSL 201 - Leadership and Decision Making","2 credits"
"MSL 202","MSL 202 - Army Doctrine and Team Development","2 credits"
"MSL 299","MSL 299 - Independent Studies in MSL","1 to 3 credits"
"MSL 301","MSL 301 - Training Management and Warfighting Functions I","3 credits"
"MSL 302","MSL 302 - Training Management and Warfighting Functions II","3 credits"
"MSL 401","MSL 401 - Mission Command and the Army Profession","3 credits"
"MSL 402","MSL 402 - Company Grade Leadership","3 credits"
"MSL 499","MSL 499 - Independent Studies in MSL","1 to 3 credits"
"MTH 108","MTH 108 - Algebra - Stretch I","3 credits"
"MTH 109","MTH 109 - Algebra - Stretch II","3 credits"
"MTH 110","MTH 110 - Algebra","4 credits"
"MTH 122","MTH 122 - College Algebra","3 credits"
"MTH 123","MTH 123 - Trigonometry","3 credits"
"MTH 124","MTH 124 - Precalculus: Functions and Models","5 credits"
"MTH 125","MTH 125 - Survey of Calculus","3 credits"
"MTH 126","MTH 126 - Mathematics for Elementary Teachers","2 credits"
"MTH 131","MTH 131 - Introduction to Mathematics","3 credits"
"MTH 180","MTH 180 - Special Topics in Mathematics","1 to 3 credits"
"MTH 201","MTH 201 - Calculus I","4 credits"
"MTH 202","MTH 202 - Calculus II","4 credits"
"MTH 203","MTH 203 - Calculus III","4 credits"
"MTH 204","MTH 204 - Linear Algebra I","3 credits"
"MTH 205","MTH 205 - Linear Algebra II","3 credits"
"MTH 210","MTH 210 - Communicating in Mathematics","4 credits"
"MTH 225","MTH 225 - Discrete Structures: Computer Science","3 credits"
"MTH 226","MTH 226 - Mathematics for PK-6: Whole Numbers and Operations","3 credits"
"MTH 229","MTH 229 - Teaching High School Math","3 credits"
"MTH 300","MTH 300 - Vector Analysis","3 credits"
"MTH 302","MTH 302 - Linear Algebra and Differential Equations","4 credits"
"MTH 304","MTH 304 - Analysis of Differential Equations","3 credits"
"MTH 305","MTH 305 - Mathematical Modeling","3 credits"
"MTH 312","MTH 312 - Cryptography and Privacy","3 credits"
"MTH 313","MTH 313 - Teaching Probability and Statistics in Grades 5-12","3 credits"
"MTH 315","MTH 315 - Discrete Mathematics","3 credits"
