course_name,department,college,subject,description
Bioinspired Engineering,ENG-SCI 356,FAS,Engineering Sciences,
Atmosphere-Biosphere Interactions,ENG-SCI 358,FAS,Engineering Sciences,
Stratospheric Chemistry and Transport,ENG-SCI 360,FAS,Engineering Sciences,
Atmospheric Chemistry,ENG-SCI 362,FAS,Engineering Sciences,
Polar Climate Systems and Dynamics,ENG-SCI 364,FAS,Engineering Sciences,
Topics in Atmospheric and Climate Dynamics,ENG-SCI 366,FAS,Engineering Sciences,
Climate Physics,ENG-SCI 367,FAS,Engineering Sciences,
Environmental Science,ENG-SCI 368,FAS,Engineering Sciences,
Atmospheric and Environmental Chemistry,ENG-SCI 372,FAS,Engineering Sciences,
Biologically Inspired Design and Control of Medical Devices and Robots,ENG-SCI 380,FAS,Engineering Sciences,
Drug Delivery Methodologies,ENG-SCI 386,FAS,Engineering Sciences,
Atomistic Computational Design of Functional Materials,ENG-SCI 389,FAS,Engineering Sciences,
Research in Environmental Science and Engineering,ENG-SCI 390,FAS,Engineering Sciences,
Environmental Chemistry,ENG-SCI 392,FAS,Engineering Sciences,
Microelectronics and VLSI Systems,ENG-SCI 394,FAS,Engineering Sciences,
"Nanoscale Optics, NEMS and Nanofabrication Technology",ENG-SCI 396,FAS,Engineering Sciences,
High-Dimensional Statistical Estimation and Learning,ENG-SCI 398,FAS,Engineering Sciences,
Academic-Related Work for SEAS Ph.D. Students,ENG-SCI 399-TIME,FAS,Engineering Sciences,"Enrollment in ES 399-TIME is open to any SEAS Ph.D student who holds a SEAS or FAS Teaching Fellow (TF) appointment and is engaged in teaching a course. Once the TF position is confirmed with the course instructor, the student must complete the online ""TF form"".SEAS Ph.D. students who are required to enroll in the Bok Center’s non-credit Communicating Science seminar in order to meet the GSAS English Language Proficiency requirement may also enroll in 4 units of ES 399-TIME."
Fiction Workshop: The Short Novel,ENGLISH CAKN,FAS,English,"This course is a workshop intended for students who are interested in exploring the form of the short novel, or the “novella.” The short novel is not simply a novel with fewer pages. The short novel understands and develops character and conflict, time and plot, and often setting and stage in ways unique to its particular scope, characters, and intent.  We will read seven short novels in this course: Joseph Conrad’s Heart of Darkness (to be read before the first meeting); Norman Maclean’s A"
Intermediate Poetry: Workshop,ENGLISH CBBR,FAS,English,"Initially, students can expect to read, discuss, and imitate the strategies of a wide range of poets writing in English; to investigate and reproduce prescribed forms and poetic structures; and to engage in writing exercises meant to expand the conception of what a poem is and can be. As the course progresses, reading assignments will be tailored on an individual basis, and an increasing amount of time will be spent in discussion of student work."
"Blood, Sweat, Tears: The Art and Craft of Horror Writing",ENGLISH CBST,FAS,English,"This is a fiction workshop for those who are interested in the art and craft of horror literature. In this class, we will learn how other writers have frightened readers with the demonically-willed word and use this knowledge to create our own tales of the macabre. We often create fantastical horrors to help us cope with the very real ones of our everyday lives. In that spirit, the kind of horror we will study and write in this workshop will not be interested in cheap thrills and schlocky gore a"
Fiction Workshop: Bending Worlds,ENGLISH CBW,FAS,English,"Julio Cortázar: “The fantastic breaks the crust of appearance … something grabs us by the shoulders to throw us outside ourselves.” This workshop will explore the art of writing literature that unsettles our understanding of reality, that splits open the world as we know it, allowing us to encounter new possibilities. The initial weeks will focus on exploratory exercises and the study of published short stories and craft essays. Later, student work will become the prima"
"Found Poems, Erasures and Other Adventures in Documentary Poetry",ENGLISH CCDP,FAS,English,"In their quest for clarity, revelation and consolation, poets engage with, reflect upon and speak back to the world in a range of ways. In pursuit of these very same aims, poets also listen closely to what has already been said by others at registers spanning intimate exchange, public discourse and sacred utterance. In this poetry workshop, we’ll engage in an exploration of found materials—letters, news articles, historical texts, police reports, instruction manuals and more—to see what new form"
Poetry Workshop: Form & Content,ENGLISH CCFC,FAS,English,"In this workshop, we’ll look closely at the craft-based choices poets make, and track the effects they have upon what we as readers are made to recognize, remember and feel. How can implementing similar strategies better prepare us to engage the questions making up our own poetic material?We’ll also talk about something that, surprisingly enough, doesn’t always get a lot of air-time in the workshop: content. What can poetry reveal about the ways our interior selves are shaped by public realities"
Flash Fiction: Writing and Workshopping the Very Short Story,ENGLISH CFLF,FAS,English,"How can we tell a compelling story in under three pages, or in one page, or perhaps in just a single sentence? In this workshop, we will explore the genre of flash fiction: stories that are small in size, but grand in ambition. This is a fiction workshop for those who are unabashed sentence-lovers. We will look closely at syntax, at word choice, and, yes, even at grammar and punctuation to uncover what pleasures and mysteries the well-crafted sentence can provide to our readers. We will also con"
Advanced Poetry: Workshop,ENGLISH CHCR,FAS,English,"By guided reading, classroom discussion, one on one conference, and formal and structural experimentation, members of the Advanced Poetry Workshop will look to hone, deepen, and challenge the development of their poetic inquiry and aesthetic. Students will be required to write and submit one new poem each week and to perform in-depth, weekly critiques of their colleagues' work."
