"course_code","course_title","department","description","credits","level"
"ELECENG 439","Introduction to Biomedical Optics","Electrical Engineering (ELECENG)","Tissue Optical Properties, Light Transport, Fourier Transforms in Spatial Domain, Wave theory, Spectroscopy, Optical imaging, Laser-Tissue interaction, Photoconversion, Photodynamic Therapy, Microscopy, Fluorescence imaging, and OCT. Prerequisites:senior standing;ELECENG 310(P) orBME 310(P). Course Rules:BME 439/ELECENG 439are jointly offered and count as repeats of each other. ","3"," Undergraduate/Graduate"
"ELECENG 439G","Introduction to Biomedical Optics","Electrical Engineering (ELECENG)","Tissue Optical Properties, Light Transport, Fourier Transforms in Spatial Domain, Wave theory, Spectroscopy, Optical imaging, Laser-Tissue interaction, Photoconversion, Photodynamic Therapy, Microscopy, Fluorescence imaging, and OCT. Prerequisites:senior standing;ELECENG 310(P) orBME 310(P). Course Rules:BME 439/ELECENG 439are jointly offered and count as repeats of each other. ","3"," Undergraduate/Graduate"
"ELECENG 440","Embedded Systems II: Advanced Embedded Systems","Electrical Engineering (ELECENG)","Real time operating systems for embedded microcontroller systems; implementation of multitasking, synchronization and protection; major project. Prerequisites:ELECENG 340(P). Last Taught:Spring 2025, Fall 2024. ","3"," Undergraduate"
"ELECENG 451","Introduction to VLSI Design","Electrical Engineering (ELECENG)","Introduction to design of VLSI circuits. Ic fundamentals including: energy band diagrams, transistor optimization, design approaches including both customs and semi-custom. Prerequisites:junior standing,ELECENG 330(P), andELECENG 354(P). Last Taught:Fall 2024. ","3"," Undergraduate/Graduate"
"ELECENG 451G","Introduction to VLSI Design","Electrical Engineering (ELECENG)","Introduction to design of VLSI circuits. Ic fundamentals including: energy band diagrams, transistor optimization, design approaches including both customs and semi-custom. Prerequisites:junior standing,ELECENG 330(P), andELECENG 354(P). Last Taught:Fall 2024. ","3"," Undergraduate/Graduate"
"ELECENG 457","Digital Logic Laboratory","Electrical Engineering (ELECENG)","Digital design using a hardware description language and FPGAs. Topics include VHDL, Design Methodologies, Finite State Machines, Multiple clock domains, Timing Analysis, Simulation and Verification. Prerequisites:junior standing andELECENG 354(P). Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"ELECENG 457G","Digital Logic Laboratory","Electrical Engineering (ELECENG)","Digital design using a hardware description language and FPGAs. Topics include VHDL, Design Methodologies, Finite State Machines, Multiple clock domains, Timing Analysis, Simulation and Verification. Prerequisites:junior standing andELECENG 354(P). Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"ELECENG 458","Computer Architecture","Electrical Engineering (ELECENG)","Processor organization, memory hierarchy, pipelining, computer architectures exploiting instruction/data/thread level parallelism, warehouse scale computers. Prerequisites:sophomore standing and a grade of C or better inCOMPSCI 337(P) orELECENG 240(P); and a grade of C or better inCOMPSCI 351(P). Course Rules:COMPSCI 458andELECENG 458are jointly offered and count as repeats of one another. Last Taught:Spring 2021, Fall 2020. ","3"," Undergraduate/Graduate"
"ELECENG 458G","Computer Architecture","Electrical Engineering (ELECENG)","Processor organization, memory hierarchy, pipelining, computer architectures exploiting instruction/data/thread level parallelism, warehouse scale computers. Prerequisites:sophomore standing and a grade of C or better inCOMPSCI 337(P) orELECENG 240(P); and a grade of C or better inCOMPSCI 351(P). Course Rules:COMPSCI 458andELECENG 458are jointly offered and count as repeats of one another. Last Taught:Spring 2021, Fall 2020. ","3"," Undergraduate/Graduate"
"ELECENG 461","Microwave Engineering","Electrical Engineering (ELECENG)","Review from electromagnetics, transmission lines and waveguides; impedance matching, passive components, stripline and microstrip line circuits, dielectric waveguide, laboratory experiments, industrial and biomedical applications. Prerequisites:junior standing andELECENG 361(P) or equivalent. Last Taught:Spring 2021. ","3"," Undergraduate/Graduate"
"ELECENG 461G","Microwave Engineering","Electrical Engineering (ELECENG)","Review from electromagnetics, transmission lines and waveguides; impedance matching, passive components, stripline and microstrip line circuits, dielectric waveguide, laboratory experiments, industrial and biomedical applications. Prerequisites:junior standing andELECENG 361(P) or equivalent. Last Taught:Spring 2021. ","3"," Undergraduate/Graduate"
"ELECENG 464","Fundamentals of Photonics","Electrical Engineering (ELECENG)","Fundamentals of ray, electromagnetic, and beam optics; polarization and polarization-based devices; optics of layered media; and guided-wave optics, including optical fibers. Prerequisites:junior standing andELECENG 361(P); or graduate standing. Last Taught:Fall 2022. ","3"," Undergraduate/Graduate"
"ELECENG 464G","Fundamentals of Photonics","Electrical Engineering (ELECENG)","Fundamentals of ray, electromagnetic, and beam optics; polarization and polarization-based devices; optics of layered media; and guided-wave optics, including optical fibers. Prerequisites:junior standing andELECENG 361(P); or graduate standing. Last Taught:Fall 2022. ","3"," Undergraduate/Graduate"
"ELECENG 465","Broadband Optical Networks","Electrical Engineering (ELECENG)","Multichannel lightwave systems based on wavelength-division, time-division, and subcarrier multiplexing; optical devices and coding techniques for implementing optical networks. Prerequisites:junior standing,ELECENG 305(P), andELECENG 361(P); or graduate standing. Course Rules:Counts as repeat ofELECENG 490with the same topic. Last Taught:Spring 2018, Spring 2013. ","3"," Undergraduate/Graduate"
"ELECENG 465G","Broadband Optical Networks","Electrical Engineering (ELECENG)","Multichannel lightwave systems based on wavelength-division, time-division, and subcarrier multiplexing; optical devices and coding techniques for implementing optical networks. Prerequisites:junior standing,ELECENG 305(P), andELECENG 361(P); or graduate standing. Course Rules:Counts as repeat ofELECENG 490with the same topic. Last Taught:Spring 2018, Spring 2013. ","3"," Undergraduate/Graduate"
"ELECENG 471","Electric Power Systems","Electrical Engineering (ELECENG)","Elements of a typical power system. Per-unit quantities; load flow study; economic dispatch; symmetrical components; fault study; system protection; stability. Prerequisites:junior standing andELECENG 362(C). Last Taught:Fall 2024. ","3"," Undergraduate/Graduate"
"ELECENG 471G","Electric Power Systems","Electrical Engineering (ELECENG)","Elements of a typical power system. Per-unit quantities; load flow study; economic dispatch; symmetrical components; fault study; system protection; stability. Prerequisites:junior standing andELECENG 362(C). Last Taught:Fall 2024. ","3"," Undergraduate/Graduate"
"ELECENG 474","Introduction to Control Systems","Electrical Engineering (ELECENG)","Modeling of continuous systems; stability considerations, analysis and design of feedback control systems in time and frequency domains. Prerequisites:junior standing;ELECENG 310(P), and COMPSC 240(P); or graduate standing. Last Taught:Fall 2023. ","4"," Undergraduate/Graduate"
"ELECENG 474G","Introduction to Control Systems","Electrical Engineering (ELECENG)","Modeling of continuous systems; stability considerations, analysis and design of feedback control systems in time and frequency domains. Prerequisites:junior standing;ELECENG 310(P), and COMPSC 240(P); or graduate standing. Last Taught:Fall 2023. ","4"," Undergraduate/Graduate"
"ELECENG 481","Electronic Materials","Electrical Engineering (ELECENG)","Modern principles of semiconductor fabrication, crystals, electrical and thermal conductivity phenomena, band gap and structure, doping effects, dielectric and optical properties, semiconductor homo and hetero-junctions, solar cells, thermo-electric materials; with projects. Prerequisites:junior standing andPHYSICS 210(P) orPHYSICS 220(P); or consent of instructor. Course Rules:MATLENG 481andELECENG 481are jointly offered; they count as repeats of one another. Last Taught:Spring 2025, Spring 2024. ","3"," Undergraduate/Graduate"
"ELECENG 481G","Electronic Materials","Electrical Engineering (ELECENG)","Modern principles of semiconductor fabrication, crystals, electrical and thermal conductivity phenomena, band gap and structure, doping effects, dielectric and optical properties, semiconductor homo and hetero-junctions, solar cells, thermo-electric materials; with projects. Prerequisites:junior standing andPHYSICS 210(P) orPHYSICS 220(P); or consent of instructor. Course Rules:MATLENG 481andELECENG 481are jointly offered; they count as repeats of one another. Last Taught:Spring 2025, Spring 2024. ","3"," Undergraduate/Graduate"
"ELECENG 490","Topics in Electrical Engineering:","Electrical Engineering (ELECENG)","Specific topics, credits, and any additional prerequisites will be announced in the Schedule of Classes each time the course is offered. Prerequisites:junior standing. Last Taught:Spring 2025, Fall 2024. ","Course Rules:May be retaken with change in topic to max of 9",""
"ELECENG 490G","Topics in Electrical Engineering:","Electrical Engineering (ELECENG)","Specific topics, credits, and any additional prerequisites will be announced in the Schedule of Classes each time the course is offered. Prerequisites:junior standing. Last Taught:Spring 2025, Fall 2024. ","Course Rules:May be retaken with change in topic to max of 9",""
"ELECENG 541","Integrated Circuits and Systems","Electrical Engineering (ELECENG)","Differential and operational amplifier circuits. Linear integrated circuits: comparators, regulators, amplifiers and phase locked loops. Digital integrated circuits: mos shift registers, ram, a-to-d converters. Prerequisites:junior standing andELECENG 330(P); or graduate standing. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
"ELECENG 541G","Integrated Circuits and Systems","Electrical Engineering (ELECENG)","Differential and operational amplifier circuits. Linear integrated circuits: comparators, regulators, amplifiers and phase locked loops. Digital integrated circuits: mos shift registers, ram, a-to-d converters. Prerequisites:junior standing andELECENG 330(P); or graduate standing. Last Taught:Spring 2025. ","3"," Undergraduate/Graduate"
