"course_code","course_title","department","description","credits"
"HDFS 5963Evaluation","and Assessment in Family and Consumer Sciences Programs","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Procedures for appraisal of individual growth and achievement in all subject areas in Family and Consumer Sciences Education for Cooperative Extension Service, public school, and higher education settings. Development of evaluative instruments for cognitive, affective, and psychomotor learning. Techniques for interpretation of data. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5973Administration","of Family and Consumer Sciences Education Programs","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Emphasis on educational leadership and related issues in Cooperative Extension Service, public school, and higher education Family and Consumer Sciences settings. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5983Techniques","of Supervision in Family and Consumer Sciences Programs","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Philosophy, responsibilities, and techniques for supervising in Family and Consumer Sciences Cooperative Extension Service, public school and higher education settings. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 5993Special","Topics in Family and Consumer Sciences Education: 4-H and FCCLA","Human Development & Family Sci (HDFS)","Prerequisites:Admission to the HDFS Great Plains IDEA Graduate Program. Description:Techniques for developing and managing 4-H and FCCLA programs as part of Cooperative Extension Service and public school Family and Consumer Sciences programs. Web-based Instruction. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 6000Doctoral","Dissertation","Human Development & Family Sci (HDFS)","Prerequisites:Consent of instructor. Description:Research in education and human sciences for the PhD degree under supervision of a graduate faculty member. Previously offered as FRCD 6000.
Offered for variable credit, 1-12 credit hours, maximum of 30 credit hours. Contact hours:Contact: 1-12 Other: 1-12 Levels:Graduate Schedule types:Independent Study Department/School:Human Dev & Family Sci ","1-12"
"HDFS 6100Doctoral","Seminar in Human Development and Family Science","Human Development & Family Sci (HDFS)","Description:Selected topics in human development and family science focusing on current theory, research, or application. Previously offered as HDFS 6101.

Offered for variable credit, 1-3 credit hours, maximum of 9 credit hours. Contact hours:Lecture: 1-3 Contact: 1-3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","1-3"
"HDFS 6110Doctoral","Directed Study in HDFS","Human Development & Family Sci (HDFS)","Prerequisites:HDFS 5253,HDFS 5293,HDFS 5513,HDFS 5523or equivalent and consent of instructor. Description:Doctoral level directed individual study in human development and family science. Previously offered as FRCD 6110.



Offered for variable credit, 1-9 credit hours, maximum of 9 credit hours. Contact hours:Contact: 1-9 Other: 1-9 Levels:Graduate Schedule types:Independent Study Department/School:Human Dev & Family Sci ","1-9"
"HDFS 6112Teaching","Seminar in Human Development and Family Science","Human Development & Family Sci (HDFS)","Description:Introduction to teaching about development and relationships in higher education. Students will learn how to develop syllabi, present material, create innovative assignments, assess student work, and manage conflicts and difficult discussions in the classroom. Contact hours:Lecture: 2 Contact: 2 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","2"
"HDFS 6113Professional","Development in HDFS","Human Development & Family Sci (HDFS)","Description:Systematic introduction to the department faculty and research, doctoral program requirements and expectations and aspects of career development. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 6121Teaching","Practicum in Human Development and Family Science","Human Development & Family Sci (HDFS)","Description:Application of the theories and methods learned inHDFS 6112, and receive regular peer and mentor observation and assessment of classes. Previously offered as HDFS 5190. Contact hours:Lecture: 1 Contact: 1 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","1"
"HDFS 6123Risk","and Resilience in Human Development and Family Science","Human Development & Family Sci (HDFS)","Prerequisites:HDFS 5213andHDFS 5513. Description:Integration of current research and theory in human development and family science to address current issues in individual and family risk and resilience. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 6133Advanced","Research Methods in Human Development and Family Science","Human Development & Family Sci (HDFS)","Prerequisites:One course in research methods and one in statistics. Description:Research design and analysis of data appropriate to the areas of human development and family science. Previously offered as FRCD 6133. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 6143Structural","Equation Modeling for HDFS Applications","Human Development & Family Sci (HDFS)","Prerequisites:HDFS 6133,REMS 6013or equivalents. Description:Introduction to structural equation modeling (SEM) with applications to longitudinal and grouped data typical of research in Human Development and Family Science. Includes elementary matrix algebra, measurement models (factor analysis), and latent path models, such as growth curve models. Applications using appropriate statistical software. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 6153Multilevel","Modeling for HDFS Applications","Human Development & Family Sci (HDFS)","Prerequisites:HDFS 6133andREMS 6013or equivalents. Description:Introduction to advanced statistical methods for analyzing longitudinal and grouped data. Multilevel modeling is emphasized, with brief introductions to other advanced statistical procedures, such as survival analysis and developmental trajectory analysis. Models include occasions nested within persons and persons nested within groups. Applications using appropriate statistical software. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
"HDFS 6190Research","Internship","Human Development & Family Sci (HDFS)","Prerequisites:Consent of Instructor. Description:Special research studies under the supervision of a graduate faculty member. Previously offered as FRCD 6190.



Offered for variable credit, 1-15 credit hours, maximum of 15 credit hours. Contact hours:Contact: 1-15 Other: 1-15 Levels:Graduate Schedule types:Independent Study Department/School:Human Dev & Family Sci ","1-15"
"HDFS 6223Risk","and Resilience in Human Development","Human Development & Family Sci (HDFS)","Prerequisites:HDFS 5253orHDFS 5293or equivalent course. Description:Critical analysis of research and theory on risk and resilience processes in human development across the life course. Emphasis on roles of families in enhancing resilience. Demonstration of application to selected aspects of individual development. Previously offered as FRCD 6223. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Human Dev & Family Sci ","3"
