Course Code,Course Name,Description
CAS LS 308,Spanish Through Film and New Media,"Undergraduate Prerequisites: Prereq: CASLS 212; or Spanish SAT subject test score of 560 or higher, or placement test results. - Advanced study of the Spanish language through the analysis of films and media of the Spanish- speaking world: cinema, the internet, and social media. Topics for Fall 2024: Section A1: La Road Movie. Analyzes how films from Hispanic countries portray these quests for meaning and/or change. Students learn to analyze socio-political, narrative, and cinematographic elements of each film. This knowledge informs their own multimedia projects. Section B1: The Music of Protest & Social Change in Latin America. Through films, music videos, and musical criticism, students better understand the role music plays in discourses of politics, power, race, and gender in Latin America. Course includes collaborative projects, publications, and film analyses. Creative work encouraged. Section C1: Revolutionary Cinema of the Southern Cone. The 1960s witnessed political upheaval across Latin America. In Chile and Argentina, this cultural revolution manifested itself in a series of documentaries, such as La hora de los hornos and La batalla de Chile. This course explores these and similar works. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Global Citizenship and Intercultural Literacy, Digital/Multimedia Expression, Creativity/Innovation.
BU Hub Learn More"
CAS LS 309,Spanish for Heritage and Native Speakers,"Undergraduate Prerequisites: First Year Writing Seminar (e.g., WR 100 or WR 120). Not open to stude nts who have completed any 300- level Spanish Language course. - Designed for heritage speakers who have lived part of their lives in Spanish-speaking settings (including Spanish-speaking households in the U.S.), who speak at an advanced level, and who wish to strengthen their reading and writing skills while exploring Hispanic cultures. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: The Individual in Community, Global Citizenship and Intercultural Literacy, Writing-Intensive Course.
BU Hub Learn More"
CAS LS 310,Spanish for the Professions,"Undergraduate Prerequisites: (CASLS212) or Spanish SAT subject test score of 560 or higher, or placement test results. - Not open to students for whom Spanish is a first language. Transition to advanced study of Spanish as used in the health and business world. Analysis and discussion of intercultural professional communication, acquisition of specialized vocabulary, and interpretation of authentic materials in the context of the healthcare and business professions. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Oral and/or Signed Communication.
BU Hub Learn More"
CAS LS 311,Spanish Through Performance: The Theater of Everyday Life,"Undergraduate Prerequisites: (CASLS212) or Spanish SAT subject test score of 560 or higher; or placement test results. - Invites students to tap into their creative, playful and risk- taking selves to gain more confidence, fluency and expressiveness in their communicative skills in Spanish, while exploring Spanish drama from the point of view of an actor, director and playwright. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Global Citizenship and Intercultural Literacy, Creativity/Innovation.
BU Hub Learn More"
CAS LS 350,Introduction to Analysis of Hispanic Texts,"Undergraduate Prerequisites: any 300-level Spanish language course or placement exam results. - Development of techniques for reading and interpreting Hispanic literary texts; reading of lyric poetry, drama, and fictional narrative. During Summer 2023, Study Abroad version, CAS LS 350E, will concentrate on ""Exploring Madrid through Literature."" Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Global Citizenship and Intercultural Literacy.
BU Hub Learn More"
CAS LS 401,Senior Independent Work,Undergraduate Prerequisites: approval of the Honors Committee. - SR INDEP WORK
CAS LS 402,Senior Independent Work,Undergraduate Prerequisites: approval of the Honors Committee. - SR INDEP WORK
CAS LS 410,Religion and Literature in Medieval Spain,"Undergraduate Prerequisites: (CASLS350) and a first-year writing seminar (e.g. CAS WR 100). - Pre-req: WR 120 or equivalent, CS 111. Explores religion and literature in medieval Spain through a critique of Convivencia, the notion of a peaceful coexistence among Jews, Christians, and Muslims. Close readings of medieval literary works that imagine religious identity and relationships across religious boundaries. To enrich exploration of interrelated themes and learning outcomes, student registrants of LS 410 will meet with student registrants of RN/HI 410/RN 710 during scheduled class time on 2/21, 3/13, 3/27, 4/24, and 5/1 during the term. Effective Spring 2023 this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Global Citizenship and Intercultural Literacy, Aesthetic Exploration.
BU Hub Learn More"
CAS LS 450,Contemporary Spanish Literature,"Undergraduate Prerequisites: (CASLS350) - Topics for Fall 2024: Section A1: Cancelled. Section B1: Early Queer Iberias. An inquiry into contemporary and premodern histories of sexuality in medieval and early modern Iberia (European and American). Through the complementarity of literary texts, archival materials, art, and contemporary critical thought, the course constructs a multifaceted portrait of LGBTQ people."
CAS LS 452,Topics in Latin America Literature and Culture,"Undergraduate Prerequisite: CASLS 350 - Provides new and contemporary perspectives on Latin American literature and culture. Can focus on some specific works through their connection to avant-garde movements, questions of identity and politics, media and the arts, canonical and marginal authors. Topics for Fall 2024: Section A1: Narrating the Self. This course focuses on contemporary Latin American texts that blend the boundaries between fiction and autobiography to address issues around intersectional identities, love, race, femininity, queerness, and climate change. Section B1: ¡Vivas nos queremos!: Feminist Resistance to Femicide. In this course we study literary and artistic contributions to the political struggle against femicide in Latin America. We engage with feminist scholarship on violence against women and examine works by Cristina Rivera Garza, Selva Almada, Mariana Enriquez, and others. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Aesthetic Exploration, Critical Thinking.
BU Hub Learn More"
CAS LS 456,Medieval and Early Modern Iberian Literature,"Undergraduate Prerequisites: (CASLS350) and First Year Writing Seminar (e.g., CAS WR 100 or WR 120). - A literary and cultural approach to Iberian writers of the medieval and early modern periods. Explores interactions between the literary production of Christians, Jews, and Muslims and their diverse linguistic, historical, and cultural contexts. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Global Citizenship and Intercultural Literacy, Aesthetic Exploration .
BU Hub Learn More"
CAS LS 491,Directed Study: Spanish,"Undergraduate Prerequisites: consent of department and CAS Academic Advising, 100 Bay State Rd., Ro om 401. - Application form available in CAS Academic Advising."
