"course_code","course_name","description","department","credits"
"HDFS 4200","Advanced Professional Practice","Prereq:HDFS 2200AND junior or senior classificationEssential skills for internship preparation and practice. Topics include career planning, resume writing, interview techniques, and strategic career management. Offered on a satisfactory-fail basis only.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 4550","Curriculum and Interventions: Ages 3 through 6 Years","Prereq:HDFS 3430,HDFS 3450,SPED 4050andSPED 4580Assessment and intervention strategies for preschool in educational settings with an emphasis on diverse populations. Practical experience in using assessment approaches to inform teaching, engage in collaborative teaming, and communicating assessment findings. Practicum.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","Credits:4"
"HDFS 4560","Family Partnerships in Early Childhood","Prereq:HDFS 3400orHDFS 3440or Permission of InstructorUnderstanding and applying family systems theory and family centered principals with a focus on early childhood and special education. Experiences with families.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 4790","Families Through a Social and Cultural Lens","Prereq:HDFS 1020ORPSYCH 2300;HDFS 3690ORPSYCH 3010OR permission of instructor; junior or senior classificationExploration of social and cultural factors that influence families. Examination of how social and cultural contexts impact work within chosen careers. Meets U.S. Cultures and Communities Requirement.
		
		 (Typically Offered:Fall, Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 4820","Investment Planning","Prereq:HDFS 3830,ECON 1010;STAT 1010Management of family financial resources; emphasis on savings and the investment planning process; issues facing financial planners who manage family assets. Identification of investment options including common stocks, fixed income securities, convertible securities, and related choices.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 4840","Estate Planning","Prereq:HDFS 2830orFIN 3010Study of estate planning focusing on efficient conservation and transfer of wealth, consistent with client's goals. Legal, tax, financial and non-financial aspects of estate planning process; trusts, wills, probate, advanced directives, charitable giving, wealth transfers and related taxes.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 4850","Case Studies in Financial Counseling and Planning","Prereq: (FIN 3610orHDFS 3840);HDFS 3410;HDFS 3780;HDFS 3830; (FIN 3200orHDFS 4820)Capstone experience in comprehensive financial counseling and planning. Create a written financial plan, role play client delivery. Utilization of skills obtained in financial counseling and planning major to create financial planning narratives.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 4860","Human Services Management II","Prereq:HDFS 3860Advanced leadership principles tailored for complex human service organizations, focusing on client-oriented program implementation and effective funding strategies. In-depth application of financial management techniques and strategic planning frameworks to meet organizational needs.
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:3"
"HDFS 4890","Financial Counseling","Prereq:HDFS 2830Financial counseling and planning education is the integrative, multidisciplinary field of social science that studies personal finance and helps individuals and families make effective financial decisions. Learn how a client’s psychology, such as their socialization, money beliefs, and past financial experiences and behaviors impact their objectives, goals, understanding, decision-making and actions.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","(Dual-listed withHDFS 5890)"
"HDFS 4890L","Financial Counseling Laboratory","Prereq:HDFS 2830Hands-on financial counseling experience using preventative, remedial, and productive strategies in one-on-one and/or group situations. Students work with clients to develop diverse and inclusive decision-making and problem-solving methods to achieve goals or to remove barriers.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","(Dual-listed withHDFS 5890L)"
"HDFS 4900","Independent Study","Prereq: 6 credits in HDFS; Permission of InstructorConsult department office for procedure.","Human Development and Family Studies (HDFS)","Credits:1-30"
"HDFS 4900H","Independent Study: Honors","Prereq: 6 credits in HDFS; Permission of Instructor; Membership in the University Honors ProgramConsult department office for procedure.","Human Development and Family Studies (HDFS)","Credits:1-30"
"HDFS 4900I","Independent Study: Human Development and Family Studies","Prereq: 6 credits in HDFS; Permission of InstructorConsult department office for procedure.","Human Development and Family Studies (HDFS)","Credits:1-30"
"HDFS 4910","Internship","Prereq: Instructor Permission for CourseSupervised work experience related to the student's curriculum. Offered on a satisfactory-fail basis only.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:4-9"
"HDFS 4930","Workshop","Workshop in HDFS.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","(Dual-listed withHDFS 5930)"
"HDFS 4990","Research","Prereq: Instructor Permission for CourseSupervised research experience.
		
		 (Typically Offered:Fall, Spring, Summer)","Human Development and Family Studies (HDFS)","Credits:1-6"
"HDFS 5010","Graduate Studies, Research, and Ethics in HDFS","Prereq: Graduate Standing or Permission of InstructorOverview of graduate study, research, ethics, and professional development in the field of human development and family studies. Curriculum, programs of study, portfolios, faculty research interests, dissemination of research, career planning, and teaching discussed.
		
		 (Typically Offered:Fall)","Human Development and Family Studies (HDFS)","Credits:2"
"HDFS 5020","Professional Development in Human Development and Family Studies","Prereq: Graduate Standing or Permission of InstructorOverview of professional skills, portfolio building, preparation for academic and nonacademic jobs, leadership fundamentals and project management training, time management, work balance issues, and professional ethics. Opportunities for graduate students to work on their professional development tailored to individual needs of students. Develop an individual professional portfolio. Offered even-numbered years. (Typically Offered: Spring).
		
		 (Typically Offered:Spring)","Human Development and Family Studies (HDFS)","Credits:2"
