"course_code","course_name","description","department","credits"
"IDS 313","Internet Applications in Business","Internet business applications in entrepreneurship, finance, accounting, and marketing. Assessing business problems, planning Internet-based solutions, and understanding web tools. Students interested in further studies can continue withIDS 413.","Information and Decision Sciences (IDS)","3 hours"
"IDS 331","Business Analysis Using Spreadsheets","Analyzing business cases using spreadsheet software. Effective and efficient use of Excel. Spreadsheet automation using Visual Basic for Applications.  Course Information:  Extensive computer use required. Meets eight weeks of the semester. Prerequisite(s):IDS 200. Recommended background:ACTG 210.","Information and Decision Sciences (IDS)","3 hours"
"IDS 355","Operations Management","Application of management sciences to the planning and design of production, distribution, and service systems. Course Information: Prerequisite(s):ENGL 161. Class Schedule Information: During the fall and spring terms, combined section final exam will be held on Thursday of finals week from 3:30 to 5:30 p.m. To be properly registered, students must enroll in one Discussion/Recitation and one Lecture.","Information and Decision Sciences (IDS)","3 hours"
"IDS 371","Business Statistics II","Continuation of statistical concepts, techniques for managerial decisions. Analysis of variance, multivariate regression, time series, statistical process control, non-parametric methods. Use of statistical software for data visualization, analysis. Course Information: Prerequisite(s):IDS 270andMATH 165.","Information and Decision Sciences (IDS)","3 hours"
"IDS 400","Programming for Data Science in Business","Aims to provide students the knowledge and skills for designing and developing data science applications in various business areas, using a language such as Python. Focuses on programming constructs and use of functions and packages. Course Information: 3 undergraduate hours. 4 graduate hours. Extensive computer use required. Prerequisite(s): IDS 201and basic knowledge of programming at the level ofIDS 201or equivalent. Recommended background:IDS 270.","Information and Decision Sciences (IDS)","3 or 4 hours"
"IDS 401","Business Object Programming using Java","Basic concepts in object-oriented programming such as objects, classes, class inheritance and interfaces, data abstraction and encapsulation, polymorphism, and dynamic binding.  Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):IDS 201or the equivalent. Class Schedule Information: To be properly registered, students must enroll in one Laboratory and one Lecture-Discussion.","Information and Decision Sciences (IDS)","0-4 hours"
"IDS 403","Information Security","Examine the field of information security to prepare students for their future roles as business decision-makers.  Presents a balance of the managerial and technical aspects of information security.  Course Information:  3 undergraduate hours.  4 graduate hours.  Prerequisite(s):IDS 200or the equivalent.","Information and Decision Sciences (IDS)","3 or 4 hours"
"IDS 405","Business Systems Analysis and Design","Theory of analysis, design and development of information systems; information management and database management systems; data management and analysis; case studies in systems implementation and evaluation. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):IDS 201orIDS 331.","Information and Decision Sciences (IDS)","3 or 4 hours"
"IDS 406","IDS Consulting Practicum","Students interact with businesses or non-profit organizations to design and develop technology, business and analytics-related solutions in IDS areas. Experiential learning on all project phases from investigation and analysis, through presentation. Course Information: 3 undergraduate hours. 4 graduate hours. Extensive computer use required. Prerequisite(s): Knowledge of databases, programming, statistics; or consent of instructor. Recommended background: Senior standing; and familiarity with systems analysis and design.","Information and Decision Sciences (IDS)","3 or 4 hours"
"IDS 410","Business Database Technology","Computer software techniques used in business with emphasis on information management and database management systems. Data management and analysis. Major types of database management systems, query languages. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):IDS 201orIDS 331. For BS in Data Science prerequisite is an equivalent course likeCS 141.","Information and Decision Sciences (IDS)","3 or 4 hours"
"IDS 412","Distributed Business Systems","Organizational aspects and underlying concepts of distributed business systems, decentralization versus centralization issues, costs of distributed computing, and performance evaluation measures. Course Information: 3 undergraduate hours. 4 graduate hours. Prerequisite(s):IDS 201or IDS 330; and credit or concurrent registration inIDS 410.","Information and Decision Sciences (IDS)","3 or 4 hours"
"IDS 413","Internet Technology and Management","The technologies of World Wide Web development. Topics include: TCP/IP, HTTP, HTML, HTML authoring, XML,  ASP programming, client-side programming, and Web 2.0, web servers, database servers, business application servers and Internet. Course Information: Credit is not given forIDS 413if the student has credit for IDS 424. Extensive computer use required. Prerequisite(s):IDS 201orIDS 331; andIDS 410.","Information and Decision Sciences (IDS)","3 hours"
