subject,level,course_code,course_title,credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,136,Pathophysiology of Cardiovascular Diseases. gained through basic science curriculum with modern 167. Physiology of Nutrition,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,138,Neuromuscular Physiology and Adaptation,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,140,"Hormones and Behavior in Humans and Other C152. Musculoskeletal Anatomy, Physiology, and search Program. Presentations of scientific data from",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,C144,Neural Control of Physiological Systems,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,175,Why Fido Can’t Speak: Biological Evolution of cise in scientific writing and peer review. Letter which collaborative learning theory is practiced and,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,177,Neuroethology,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,M178,Quantitative Regulatory Biology and Signal 189. Advanced Honors Seminars,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,M180A,Neuroscience: From Molecules to Mind— Limited to students in College Honors Program. De- 195. Field Studies in Physiological Science,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,6B,Students must receive grade of C– or better to grading. 196. Research Apprenticeship in Physiological Sci-,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,191,Variable Topics Research Seminars: Physiolo- ence,2 to 4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,111A,Focused reading in single subdiscipline of prenticeship for upper-division students under guid-,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,M180B,"Neuroscience: From Molecules to Mind— of experimental results, and how they bear on con- 198A. Honors Research in Physiological Science",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,191H,Honors Seminars: Current Topics in Physiolo- senior physiological science honors program stu-,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,M180C,"Neuroscience: From Molecules to Mind— Letter grading. taken concurrently), 198A. Limited to junior/senior",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,192,Practicum in Systems Anatomy for Undergrad- physiological science honors program students. Con-,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,198C,"Advanced Studies for Honors Research in rhythms. Biological basis of these daily rhythms or cir- tions. Connective tissue growth processes, normal",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,199,Directed Research or Senior Project in Physio- Understanding of reproductive neuroendocrinology thalamus. Hormonal control of reproductive and other,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,200,Advanced Experimental Statistics,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,M202,Cellular Neurophysiology,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,M210,"Molecular and Cellular Mechanisms of Neu- and of dynamical principles inherent in physiological sorimotor regulation, special senses, cortical func-",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,211,Exercise Cardiovascular Physiology,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,215,Molecular and Cellular Foundations of Physiol- nation of lecture and open discussion. Concurrently 289A-289B. Honing Your Skills as Researcher in In-,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,CM223,Neurobiology of Sleep,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Graduate,C226,Biological Clocks,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,293A-293B-293C,Seminars: Musculoskeletal Func-,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,294,Recent Advances in Neurophysiology,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,295A-295B-295C,"Seminars: Cellular Neuroscience. Los Angeles, CA 90095-1487 allows students to analyze the area or a subre-",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,296,Research Seminar: Physiological Science,2
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,297,Seminar: Muscle Cell Biology,2 to 4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,298,Seminar: Nervous System Development,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,375,Teaching Apprentice Practicum,1 to 4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,495,In-Service Practicum for Teaching Assistants in,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,501,Cooperative Program,2 to 8
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,596,"Individual Studies for Graduate Students. (2 to tories of the regional areas. through their capstone work, along with their",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,597,Preparation for MS Comprehensive Examina- borders and regions. Thematic and conceptual,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,598,Research for and Preparation of MS Thesis. (2,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,"176B, 176C, 176E, 177A, 177B, 185B, 185C, 31",Introduction to Southeast Asia,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,33,Introduction to East Asia,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,50,Introduction to Latin America,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,189HC,Honors Contracts,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,193,Colloquia and Speaker Series,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,1,Introduction to International and Area Studies,5
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,M6A-M6B-M6C,Elementary Amharic,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,198A-198B-198C,Honors Research in International,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,M7A-M7B-M7C,Elementary Yoruba,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,199,Directed Research in International and Area,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,10,Explorations in International Studies,2
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,375,Teaching Apprentice Practicum,1 to 4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Upper-Division,130,Theory and History in International Develop-,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,"M144C, 174B, 174C, 175A, 175C, 176B, 176C, 89",Honors Seminars,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,"CM155, 180B","depth through supplemental readings, papers, or Studies",4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,188,Special Courses in International Development ment Studies,4
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,189,Advanced Honors Seminars,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,189HC,Honors Contracts,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,191,"Variable Topics Research Seminars: Interna- they can be successful in their research, stu-",Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,"110, M120, 130, 140",Limited to senior International,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,192,Undergraduate Practicum in International,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,193,Colloquia and Speaker Series,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,194,Research Group Seminar,1
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,195,Community or Corporate Internship in Interna- sis tutorial culminating in a thesis,Unknown Credits
"Human Genetics, Individuals Sues Of Predictive Genetic Testing. Discussion Of Probability. Theoretical Models In Molecular Evolution",Lower-Division,198A-198B-198C,Honors Research in International grate and how migration might have an effect nor requirements must be in addition to units,Unknown Credits
