Course Code,Course Title
IDS 2016,Industrial Design Laboratory II
IDS 2034,Design Visualization
IDS 2044,Human Factors
IDS 2114,History of Industrial Design
IDS 2124,History of Modern Industrial Designers
IDS 2214,IDS Studio for Minors
IDS 2304,Computer Aided Industrial Design
IDS 2974,Independent Study
IDS 2984,Special Study
IDS 3015,Industrial Design Laboratory III
IDS 3016,Industrial Design Laboratory III
IDS 3124,Materials and Processes
IDS 3204,Topics in Professional Development
IDS 3224,Topics in Design Competencies
IDS 3234,Topics in Design Theory
IDS 3514,Design Research
IDS 3900,Bridge Experience
IDS 3954,Study Abroad
IDS 3984,Special Study
IDS 4015,Industrial Design Laboratory IV
IDS 4016,Industrial Design Laboratory IV
IDS 4044,Professional Practice and Entrepreneurship
IDS 4094,Startup: Commercialization of Innovation
IDS 4954,Study Abroad
IDS 4964,Field Study
IDS 4974,Independent Study
IDS 4974H,Independent Study
IDS 4984,Special Study
IDS 4994,Undergraduate Research
IDS 5024,Design Methods &amp; Communication
IDS 5034,Prototypes and Evaluation
IS 1004,Nations and Nationalities
IS 1024,Comp Gov &amp; Politics
IS 1034,Introduction to International Studies and Political Science
IS 1104,Introduction to European Studies
IS 1114,Introduction to Transatlantic Studies
IS 1204,Topics in Global Dialogues
IS 2004,Research and Writing in International Studies
IS 2034,Geography of Global Conflict
IS 2044,"Food, War and Conflict"
IS 2054,Introduction to World Politics
IS 2064,The Global Economy and World Politics
IS 2084,The Evolution of World Order
IS 2104,Europe Country Analysis
IS 2114,Transatlantic Political Frameworks
IS 2134,Geography of the Global Economy
IS 2224,Geography of Europe
IS 2474,Religion and Violence
IS 2484,Religion and Politics
IS 2964,Field Study
IS 2974,Independent Study
IS 2974H,Independent Study
IS 2984,Special Study
IS 3004,Professionalism and Careers in Political Science and International Studies
IS 3034,The CIA: Its Capabilities in Todays Geo-Political World
IS 3044,The Politics of Internet Governance
IS 3054,The Dark Web and Threat Analytics
IS 3064,Food Politics
IS 3104,Security Studies: Theories and Concepts
IS 3114,Global Security
IS 3115,Selected World Problems
IS 3116,Selected World Problems
IS 3125,Intelligence and National Security
IS 3126,Intelligence and National Security
IS 3134,Global Conflict and War
IS 3135,Strategies of Modern Warfare
IS 3136,Strategies of Modern Warfare
IS 3144,Global Governance  and  Public Policy
IS 3154,Topics in Global Public Policies
IS 3164,Global Trade: Structures and Policies
IS 3165,Global Economic Governance  and  Policy
IS 3166,Global Economic Governance  and  Policy
IS 3174,Monetary Foundations of the World Economy
IS 3175,Global Development
IS 3176,Global Development
IS 3184,Human Security
IS 3194,Nuclear Strategy &amp; Politics
IS 3344,Global Environmental Issues: Interdisciplinary Perspectives
IS 3374,The Politics of Energy
IS 3384,Politics of Global and Comparative Migration
IS 3394,Comparative Politics of Immigrant Inclusion
IS 3514,Latin American Government and Politics
IS 3515,European Political Systems
IS 3516,European Political Systems
IS 3524,Politics of Post-Communist Systems
IS 3534,African Government and Politics
IS 3554,Comparative Political Economy
IS 3574,Government and Politics of Japan
IS 3584,Governments and Politics of Asia
IS 3594,Topics in Middle East Politics  and  International Relations
IS 3615,International Relations
IS 3616,International Relations
IS 3624,Foreign Policy and Diplomacy
IS 3625,US-Russia Foreign Policies
IS 3626,US-Russia Foreign Policies
IS 3634,Human Rights: Global Issues
IS 3644,Religion in the Middle East
IS 3694,Far-right Violence in the United States
IS 3704,National Security Strategy
IS 3734,National Security
IS 3795,Global Terrorism and Counterterrorism
IS 3796,Global Terrorism and Counterterrorism
IS 3804,European Integration
IS 3814,The European Union: Institutions  and  Policies
IS 3824,European Union's Foreign and Security Policy
IS 3825,European Union's Foreign Relations
IS 3826,European Union's Foreign Relations
IS 3834,European Security Governance
IS 3844,European Geopolitics
IS 3854,European Political Economy
IS 3874,The European Business Environment
IS 3884,Culture  and  Society in Contemporary Europe
IS 3894,Transatlantic Relations Since 1945
IS 3914,European Economics
IS 3924,Theories of Transatlantic Relations
IS 3934,NATO &amp; European Security
IS 3944,International Enrollment
IS 3944S,International Enroll Special 3
IS 3944T,International Enroll Special 4
IS 3944U,International Enroll Special 6
IS 3954,Study Abroad
IS 4004,Seminar in International Studies
IS 4014,International Development
IS 4024,Seminar in Diplomacy and Security
IS 4034,Topics in Diplomacy Lab
IS 4044,International Communication
IS 4054,Seminar in Global Political Economy
IS 4064,Seminar in Global Development
IS 4074,The Politics of Cybersecurity
IS 4104,Topics in European Studies
IS 4114,Topics in European Union Policies
IS 4124,Topics in European Integration
IS 4134,Capstone Research Project in European Studies
IS 4144,Topics in Transatlantic Relations
IS 4154,Topics in Transatlantic Studies
IS 4174,Climate Change and the International Policy Framework
IS 4184,Capstone Project Transatlantic Studies
IS 4614,Senior Seminar in International Relations
IS 4714,Senior Seminar in Policy Analysis
IS 4734,Theories and Practices of International Conflict Management
IS 4735,Topics in Multilateral Diplomacy Workshop
IS 4736,Topics in Multilateral Diplomacy Workshop
IS 4744,Intelligence Analysis Workshop
IS 4754,Internship
IS 4964,Field Study
IS 4974,Independent Study
IS 4974H,Independent Study
IS 4984,Special Study
IS 4994,Undergraduate Research
IS 4994H,Undergraduate Research
ISC 1004,Integrated Science Curriculum First-Year Experience
ISC 1005,Integrated Scientific Reasoning
ISC 1006,Integrated Scientific Reasoning
ISC 1105,Integrated Science I
ISC 1106,Integrated Science I
ISC 1106H,Integrated Science I
ISC 1115,Integrated Science Laboratory I
ISC 1116,Integrated Science Laboratory I
ISC 2105,Integrated Science II
ISC 2106,Integrated Science II
ISC 2106H,Integrated Science II
ISC 2115,Integrated Science Laboratory II
ISC 2116,Integrated Science Laboratory II
ISC 2984,Special Study
ISC 2994,Undergraduate Research
ISE 2004,Introduction to Industrial and Systems Engineering
ISE 2014,Engineering Economy
ISE 2024,Probability Foundations for Industrial and Systems Engineers
ISE 2034,Data Management for Industrial and Systems Engineers
ISE 2044,Careers in Industrial and Systems Engineering
ISE 2214,Manufacturing Processes Laboratory
ISE 2404,Deterministic Operations Research I
ISE 2804,Foundations of Systems Engineering
ISE 2974,Independent Study
ISE 2984,Special Study
ISE 2994,Undergraduate Research
ISE 3004,Industrial Cost Control
ISE 3034,Technical Communication for Engineers
ISE 3204,Manufacturing Processes
ISE 3214,Facilities Planning and Logistics
ISE 3414,Probabilistic Operations Research
ISE 3424,Discrete-Event Computer Simulation
ISE 3434,Deterministic Operations Research II
ISE 3614,Human Factors Engineering and Ergonomics
ISE 3624,Industrial Ergonomics
ISE 4004,Theory of Organization
ISE 4005,Project Management and Systems Design
ISE 4006,Project Management and Systems Design
ISE 4014,Introduction to Management Systems
ISE 4015,"Management Systems Theory, Applications, and Design"
ISE 4204,Production Planning and Inventory Control
ISE 4214,Lean Manufacturing
ISE 4264,Industrial Automation
ISE 4304,Global Issues in Industrial Management
ISE 4404,Statistical Quality Control
ISE 4414,Industrial Quality Control
ISE 4424,Logistics Engineering
ISE 4434,Supply Chain and Operations Engineering
ISE 4624,Physical Work Assessment
ISE 4634,Human Factors in Transportation
ISE 4644,Risk and Hazard Control
ISE 4654,Principles of Industrial Hygiene
ISE 4804,System Dynamics Modeling of Industrial Systems
ISE 4974,Independent Study
ISE 4984,Special Study
ISE 4984A,Special Study
ISE 4994,Undergraduate Research
ISE 5015,"Management of Change, Innovation &amp; Performance in Organizational Systems"
ISE 5016,"Management of Change, Innovation &amp; Performance in Organizational Systems"
ISE 5024,ISE Seminar
ISE 5034,Mathematical Probability and Statistics for Industrial Engineers
ISE 5044,Production Systems Analysis
ISE 5054,Engineering Discourse
ISE 5104,Operations Research
ISE 5114,Case Studies in Industrial Engineering
ISE 5124,Quality Management
ISE 5134,Enterprise Information Systems
ISE 5144,Management and Measurement of Efficiency  and  Productivity
ISE 5154,Applied Human Factors Engineering
ISE 5164,Transfer and Application of Emerging Technology
ISE 5174,Engineering Program and Project Management
ISE 5204,Manufacturing Systems Engineering
ISE 5244,Facilities Planning and Material Handling
ISE 5264,Modeling and Analysis of Semiconductor Manufacturing
ISE 5314,Industrial Robotics
ISE 5334,Statistical Learning and Data Science
ISE 5405,Optimization: Linear and Nonlinear Programming
ISE 5406,Optimization: Linear and Nonlinear Programming
ISE 5414,Random Process
ISE 5424,Simulation I
ISE 5434,Economic Project Evaluation
ISE 5454,Production Planning and Control
ISE 5474,Statistical Theory of Quality Control
ISE 5604,Human Information Processing
ISE 5614,Human Physical Capabilities
ISE 5624,Human Factors Research Design
ISE 5634G,Advanced Human Factors in Transportation
ISE 5644,Human Audition and Auditory Display Design
ISE 5654,Human Factors System Design
ISE 5674,System Safety Analysis
ISE 5714,Usability Engineering
ISE 5734,Occupational Health and Safety Practicum
ISE 5804,Fundamentals of Systems Engineering
ISE 5814,System Dynamics Modeling of Socio-Technical Systems
ISE 5834,Decision Analysis for Engineers
ISE 5844,Healthcare Systems Engineering and Modeling
ISE 5854,Mission Engineering I
ISE 5864,Problem Formulation and Decomposition
ISE 5874,Digital Engineering
ISE 5884,Systems Architecture
ISE 5904,Project and Report
ISE 5974,Independent Study
ISE 5984,Special Study
ISE 5994,Research and Thesis
ISE 6014,Proposing Industrial Engineering Research
ISE 6024,Advanced Topics in Management Systems Engineering
ISE 6404,Graph Theory and Network Flows
ISE 6414,Integer Programming
ISE 6424,Dynamic Programming
ISE 6434,Scheduling and Sequence Theory
ISE 6444,Inventory and Operations Management
ISE 6454,Stochastic and Robust Optimization
ISE 6464,Queueing Networks
ISE 6494,Advanced Simulation
ISE 6514,Advanced Mathematical Programming
ISE 6574,Adaptive Control Systems
ISE 6604,Human Factors in Visual Display Systems
ISE 6614,Human Computer Systems
ISE 6624,Advanced Topics in Human Factors
ISE 6644,Cognitive Work and Task Analysis
ISE 6984,Special Study
ISE 7994,Research and Dissertation
ITAL 1105,Elementary Italian
ITAL 1106,Elementary Italian
ITAL 1204,Italian Language and Cultures
ITAL 2105,Intermediate Italian
ITAL 2106,Intermediate Italian
ITAL 2964,Field Study
ITAL 2974,Independent Study
ITAL 2974H,Independent Study
ITAL 2984,Special Study
ITAL 2984B,Special Study
ITAL 3105,Culture Composition and Conversation
ITAL 3106,Culture Composition and Conversation
ITAL 3305,Introduction to Italian Literature in Context
ITAL 3306,Introduction to Italian Literature in Context
ITAL 3474,Topics in Italian Cinema
ITAL 3954,Study Abroad
ITAL 3984,Special Study
ITAL 4964,Field Study
ITAL 4974,Independent Study
ITAL 4974H,Independent Study
ITAL 4984,Special Study
ITAL 4994,Undergraduate Research
ITAL 4994H,Undergraduate Research
ITDS 1114,Design Appreciation
ITDS 1224,Introduction to Interior Design
ITDS 2044,Interior Design I
ITDS 2054,Interior Design II
ITDS 2134,Materials and Methods in Interior Design
ITDS 2224,Interior Design Graphic Communication
ITDS 2984,Special Study
ITDS 3044,Interior Design III
ITDS 3054,Interior Design IV
ITDS 3114,Sustainable Design and Biophilia
ITDS 3125,History of Interiors
ITDS 3126,History of Interiors
ITDS 3175,Building Systems for Interior Design
ITDS 3176,Building Systems for Interior Design
ITDS 3184,Construction Documents for Interior Design
ITDS 3954,Study Abroad-Interior Design
ITDS 3984,Special Study
ITDS 4044,Interior Design V
ITDS 4054,Interior Design VI
ITDS 4224,Design Research for Interiors
ITDS 4554,Contemporary Interior Design Practice
ITDS 4964,Field Study
ITDS 4974,Independent Study
ITDS 4984,Special Study
ITDS 4994,Undergraduate Research
ITDS 5114,Advanced Design Research
ITDS 5124,Preservation of Historic Interiors
ITDS 5964,Practicum
ITDS 5974,Independent Study
ITDS 5984,Special Study
ITDS 5994,Research and Thesis
JMC 1114,Introduction to Media Production Technology
JMC 2034,Visual News Reporting
JMC 2074,Introduction to Sports Media
JMC 3114,Video Production:  Studio
JMC 3154,Multimedia Reporting
JMC 3174,Advanced Multimedia Reporting
JMC 3184,Media Weather Reporting
JMC 3244,Political Communication
JMC 3254,Media and Politics
JMC 3284,Data Journalism
JMC 3304,Topics in Sports Communication
JMC 3314,Sports Journalism
JMC 3324,Sports Play-by-Play Reporting
JMC 3334,Sports as Entertainment
JMC 3344,Sports Data Journalism
JMC 4014,Media Effects
JMC 4044,International Communication
JMC 4064,Social Media Analytics
JMC 4094,Broadcast Management
JMC 4114,Photojournalism
JMC 4134,Editorial Writing
JMC 4144,Magazine Writing
JMC 4254,Topics Multimedia Journalism
JMC 4264,Social Media Theory and Practice
JMC 4274,Broadcasting Performance
JMC 4334,Communication Ethics
JMC 4344,Free Speech in Cyberspace
JMC 4344H,Free Speech in Cyberspace
JMC 4374,New Communications Technology
JMC 4814,Digital Newsroom: Online
JMC 4824,Digital Newsroom: Broadcast
JMC 4834,Sportscenter
JMC 5494,"Topics in Media, Technology, and Society"
JPN 1105,Elementary Japanese
JPN 1106,Elementary Japanese
JPN 1114,Accelerated Elementary Japanese
JPN 1984,Special Study
JPN 2105,Intermediate Japanese
JPN 2106,Intermediate Japanese
JPN 2114,Accelerated Intermediate Japanese
JPN 2744,From Atom to Akira: Japan's Pop Culture
JPN 2964,Field Study
JPN 2974,Independent Study
JPN 2974H,Independent Study
JPN 2984,Special Study
JPN 3105,Advanced Japanese
JPN 3106,Advanced Japanese
JPN 3125,Japanese for Oral Proficiency
JPN 3126,Japanese for Oral Proficiency
JPN 3304,Japanese Literature in Translation
JPN 3474,Topics in Japanese Cinema
JPN 3724,Modern Japanese Culture and Society
JPN 3954,Study Abroad
JPN 3984,Special Study
JPN 4104,Japanese Advanced Grammar
JPN 4964,Field Study
JPN 4974,Independent Study
JPN 4974H,Independent Study
JPN 4984,Special Study
JPN 4994,Undergraduate Research
JPN 4994H,Undergraduate Research
JPN 5974,Independent Study
JUD 1105,Elementary Modern Hebrew
JUD 1106,Elementary Modern Hebrew
JUD 2134,"Judaism: A Survey of History, Culture, and Heritage"
JUD 2414,Hebrew Bible/Old Testament
JUD 2974,Independent Study
JUD 2974H,Independent Study
JUD 2984,Special Study
JUD 3404,Torah and Tradition
JUD 3404H,Torah and Tradition
JUD 3494,The Holocaust
JUD 3544,The State of Israel: A Political History
JUD 4424,"Advanced Topics in Jewish Culture, History  and  Thought"
JUD 4974,Independent Study
JUD 4974H,Independent Study
JUD 4994,Undergraduate Research
JUD 4994H,Undergraduate Research
JUD 5974,Independent Study
KOR 1105,Elementary Korean
KOR 1106,Elementary Korean
LAHS 1004,Introduction to Liberal Arts and Human Sciences
LAHS 1014,Academic Recovery and Success Strategies
LAHS 1984,Special Study
LAHS 1984G,Special Study
LAHS 2104,Introduction to Hip Hop Studies
LAHS 2724,Introduction to Displacement Studies
LAHS 2784,Introduction to Public Interest Technology
LAHS 2974,Independent Study
LAHS 2974H,Independent Study
LAHS 2984,Special Study
LAHS 2984G,Special Study
LAHS 3954,Study Abroad
LAHS 3954G,Study Abroad
LAHS 3984,Special Study
LAHS 4024,Communicating and Engaging with Science Capstone
LAHS 4115,Tech for Humanity Enabling Capability Studio I
LAHS 4116,Tech for Humanity Enabling Capability Studio
LAHS 4214,Experiential Learning for Social Impact Capstone
LAHS 4754,Internship
LAHS 4964,Field Study
LAHS 4974,Independent Study
LAHS 4974H,Independent Study
LAHS 4984,Special Study
