"course_code","course_name","course_level","course_hours","course_description"
"LING 491","Professional Field Experience","Undergraduate","1-18 Hours","PR: Consent. (May be repeated up to a maximum of 18 hours.) Prearranged experiential learning program, to be planned, supervised, and evaluated for credit by faculty and field supervisors. Involves temporary placement with public or private enterprise for professional competence development."
"LING 492","Directed Study","Undergraduate","1-3 Hours","Directed study, reading, and/or research."
"LING 493","Special Topics","Undergraduate","1-6 Hours","PR: Consent. Investigation of topics not covered in regularly scheduled courses."
"LING 494","Seminar","Undergraduate","1-3 Hours","PR: Consent.  Presentation and discussion of topics of mutual concern to students and faculty."
"LING 495","Independent Study","Undergraduate","1-6 Hours","Faculty supervised study of topics not available through regular course offerings."
"LING 496","Senior Thesis","Undergraduate","1-3 Hours","PR: Consent."
"LING 498","Honors","Undergraduate","1-3 Hours","PR: Students in Honors Program and consent by the honors director.  Independent reading, study or research."
"MAE 102","Introduction to Mechanical and Aerospace Engineering Design","Undergraduate","3 Hours","PR:ENGR 101with a minimum grade of C- and (MATH 154orMATH 155with a minimum grade of C-).  Engineering problem solving techniques related to mechanical and aerospace engineering topics through teamwork, written and oral communications, and using the computer, for algorithm development and computer aided design. Discussion of engineering professional and ethical behavior."
"MAE 191","First-Year Seminar","Undergraduate","1-3 Hours","Engages students in active learning strategies that enable effective transition to college life at WVU. Students will explore school, college and university programs, policies and services relevant to academic success. Provides active learning activities that enable effective transition to the academic environment. Students examine school, college and university programs, policies and services."
"MAE 202","Sophomore Seminar","Undergraduate","1 Hour","PR: (ENGR 102orMAE 102) and PR or CONC:MAE 211orMAE 215. Overview of mechanical and/or aerospace engineering disciplines, capstone design experiences, and career pathways. Emphasis on providing guidance on available opportunities and options in the department's undergraduate programs."
"MAE 211","Mechatronics","Undergraduate","2 Hours","PR:CHE 102orENGR 102orMAE 102or (CS 110andCS 110Land (MATH 154orMATH 155with a minimum grade of C-)) and PR or CONC:MAE 202andMAE 211LandMAE 212LandMAE 216L. Selection of mechanical and electronic components and integration of these components into complex systems. Hands-on laboratory and design experiments with components and measurement equipment used in the design of mechatronic products."
"MAE 211L","Mechatronics Laboratory","Undergraduate","1 Hour","PR:CHE 102orENGR 102orMAE 102or (CS 110andCS 110Land (MATH 154orMATH 155with with a minimum grade of C-)) and PR or CONC:MAE 211. Laboratory forMAE 211."
"MAE 212L","Introduction to Computer Aided Design","Undergraduate","1 Hour","PR:ENGR 101with a minimum grade of C-. Introduction to the process of drawing and creating mechanical objects using a computer. Basics of engineering graphics and creation of computer-based models of components and assemblies."
"MAE 215","Intro to Aerospace Engineering","Undergraduate","3 Hours","PR: (CHE 102orENGR 102orMAE 102) and (MATH 154orMATH 155with a minimum grade of C-) and PR or CONC:MAE 202andMAE 212LandMAE 216L. Fundamental physical quantities of a flowing gas, standard atmosphere, basic aerodynamic equations, airfoil nomenclature, lift, drag and aircraft performance. Digital computer usage applied to aerodynamic and performance problems and aircraft design."
"MAE 216L","Intermediate Engineering Computation","Undergraduate","1 Hour","PR: (CHE 102orENGR 102orMAE 102) with a minimum grade of C-. This course will use basic coding skills learned inENGR 102/MAE 102/CHE 102and apply them to intermediate complex coding problems. Students will learn to use of the software debugger to solve coding issues that arise in more complex routines. Students will work individually to solve intermediate difficult engineering-oriented problems."
"MAE 241","Statics","Undergraduate","3 Hours","PR: WVU sections requirePHYS 111and (MATH 154orMATH 155) all with a minimum grade of C-, WVUIT sections requireMATH 155. Engineering applications of force equilibrium. Vector operations, couples and moments, resultants, centers of gravity and pressure, static friction, free-body diagrams, trusses and frames."
"MAE 242","Dynamics","Undergraduate","3 Hours","PR: WVU sections requireMAE 241andMATH 156with a minimum grade of C- in each, WVUIT sections requireMAE 241andMATH 156. Newtonian dynamics of particles and rigid bodies. Engineering applications of equations of motion, work and energy, conservative forces, acceleration in several coordinate systems, relative motion, instantaneous centers, and plane motion."
"MAE 243","Mechanics of Materials","Undergraduate","3 Hours","PR: WVU sections requireMAE 241andMATH 156with a minimum grade of C- in each, WVUIT sections requireMAE 241andMATH 156. Stress deformation, and failure of solid bodies under the action of forces. Internal force resultants, stress, strain, Mohr's circle, and mechanical properties of materials, generalized Hooke's law. Axial bending and buckling loads, and combinations."
"MAE 244L","Dynamics and Strength Laboratory","Undergraduate","1 Hour","PR or CONC:MAE 242andMAE 243. Experiments in dynamic and strength of materials. Mechanical properties and stress- strain curves of materials for tension, compression, shear, and torsion. Hardness, fatigue, and fracture of metals. Vibration."
"MAE 253","Fundamentals of Materials Engineering","Undergraduate","2 Hours","PR:CHEM 115andCHEM 115LandPHYS 111with a minimum grade of C- in each. Atomic and crystallographic structure of materials, thermal and mechanical processing influences on microstructure, and composition and microstructural effects on mechanical and physical properties attributes."
"MAE 254L","Materials Engineering Laboratory","Undergraduate","1 Hour","PR:CHEM 115andCHEM 115LandPHYS 111with a minimum grade of C- in each and PR or CONC:MAE 253. Introduction to microscopy and spectroscopy material microstructure characterization techniques; materials macroscopic physical properties based on processing history, chemistry, crystal structure and microstructure; and methods to identify material needs for engineering application."
