"code","title","credits","department","campus","description"
"ITSE1392","ST: Advanced C#","3","ITSE - Computer Programming","CyFair, Kingwood, Montgomery, North Harris, Tomball, Online, ","Topics address recently identified current events, skills, knowledge and/or attitudes and behaviors pertinent to the technology or occupation and relevant to the professional development of the student. Further application of C# programming techniques including subjects such as file access, abstract data structures, class inheritance and other advanced techniques."
"ITSE2302","Intermediate Web Programming","3","ITSE - Computer Programming","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Server-side and client-side techniques for Web development."
"ITSE2310","iOS Application Programming","3","ITSE - Computer Programming","CyFair, Houston North, Online, ","Course explores developing applications for iOS devices. Will include the current iOS programming language, use of the iOS SDK environment, and current programming issues in the iOS environment."
"ITSE2317","Java Programming","3","ITSE - Computer Programming","CyFair, Houston North, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Java programming for applications and web applets."
"ITSE2331","Advanced C++ Programming","3","ITSE - Computer Programming","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","C++ programming techniques including file access, abstract data structures, class inheritance, and other advanced techniques."
"ITSE2349","Advanced Visual Basic Programming","3","ITSE - Computer Programming","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","Advanced Visual Basic programming including file access methods, data structures, modular programming, program testing and documentation."
"ITSE2353","Advanced C# Programming","3","ITSE - Computer Programming","CyFair, Kingwood, Montgomery, North Harris, Tomball, Online, ","C# programming using advanced features of the .NET Framework."
"ITSE2371","Advanced Python Programming","3","ITSE - Computer Programming","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, Online, ","This course builds on the student's prior knowledge of the Python programming language by offering a more in-depth and advanced approach to building effective Python applications. Specific topics include user interfaces, networked applications, databases, multithreading and regular expressions. The course reinforces object oriented design, thorough documentation, testing and conventional programming style."
"ITSE2380","Co-op: Computer Programming","3","ITSE - Computer Programming","CyFair, Kingwood, Montgomery, North Harris, Tomball, Online, ","Career-related activities encountered in the student's area of specialization offered through an individualized agreement among the college, employer, and student. Under the supervision of the college and the employer, the student combines classroom learning with work experience. Includes lecture component. This is a capstone course for the Mid-Range Computing Specialization, AAS Degree, the E-Business Web Developer Specialization, AAS Degree, the Programming Specialist Specialization, AAS Degree, and the Programming Specialist Certificate."
"ITSW1301","Introduction to Word Processing","3","ITSW - Data Processing Technology/Technician","CyFair, Kingwood, Montgomery, North Harris, Tomball, University Park, ","An overview of the production of documents, tables, and graphics, including advanced applications in merging, macros, desktop publishing, and extensive formatting for technical documents. Prerequisite: Basic keyboarding proficiency."
