"course_code","course_title","credits","department","level","description"
"ES 5063","Environmental Microbiology","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","Prerequisite: BIO 3713 or consent of instructor. To provide a basic understanding of environmental microbiology primarily from two aspects: microbial interactions with chemical pollutants in the environment and the fate of microbial pathogens in the environment. Topics covered include microbial environments, detection of bacteria and their activities in the environment, microbial biogeochemistry, bioremediation, and water quality. (Formerly EES 5063, CE 5203, and CE 5673. Same asBIO 5063. Credit can be earned for only one of the following:BIO 5063, CE 5203, CE 5673, EES 5063, orES 5063). This course has Differential Tuition.  Course Fee: GS01 $90."
"ES 5083","Mammalogy","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","Prerequisite: Graduate Standing.  An advanced course covering various aspects of the biology of mammals, including anatomy, physiology, systematics, evolution, behavior, ecology, and biogeography. Field trips may be required. (Same asBIO 5083. Credit cannot be earned for bothBIO 5083andES 5083.) This course has Differential Tuition.  Course Fee: GS01 $90; LRS1 $46.20; STSI $21.60."
"ES 5093","Herpetology","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","Prerequisite: Graduate Standing.
An advanced course covering various aspects of the biology of herpetofaunal, including anatomy, physiology, systematics, evolution, behavior, ecology, and biogeography. Field trips may be required. (Same asBIO 5093. Credit cannot be earned for bothBIO 5093andES 5093.) This course has Differential Tuition.  Course Fee: GS01 $90; LRS1 $46.20; STSI $21.60."
"ES 5103","Applied Ecology","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","The impact of humanity’s activities on the environment: their effect on water, land, animal, and human resources. An evaluation of present and future strategies to preserve a healthy environment. (Formerly EES 5103. Same asBIO 5223. Credit can only be earned for one of the following:BIO 5223, EES 5103, andES 5103.) This course has Differential Tuition.  Course Fee: GS01 $90; LRS1 $46.20; STSI $21.60."
"ES 5113","River Ecosystems","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","Prerequisite: Graduate standing in biology or environmental science, or consent of instructor. This course examines the physical, chemical, and biological factors that determine biodiversity and the structure and function of aquatic and riparian ecosystems. Key ecological and hydrogeomorphology concepts and their application to environmental concerns are covered. Field trip required. (Same asBIO 5103. Credit cannot be earned for bothBIO 5103andES 5113. Formerly titled ""Freshwater Ecology."") This course has Differential Tuition.  Course Fee: GS01 $90."
"ES 5133","Fundamentals of Environmental Law","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","Prerequisite: Graduate Standing.
This course exposes students to basic legal theories relevant to contemporary environmental practice, and provides an introduction to administrative law as well as six federal environmental statutes: the Clean Air Act, Clean Water Act, National Environmental Policy Act, Endangered Species Act, Resource Conservation and Recovery Act, and the Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA). This course has Differential Tuition.  Course Fee: GS01 $90."
"ES 5143","Technical Writing for Environmental Scientists","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","Prerequisite: Graduate standing. A course designed to give graduate students the skills necessary to write a manuscript for peer review and to prepare other professional materials for presentation or publication. Topics covered in this course include: searching the scientific literature; scientific writing style; writing graduate level papers, proposals, projects, and thesis components; preparing scientific presentations; presentation of data; using visual aids; and using word processing, spreadsheet, and presentation software. This course has Differential Tuition.  Course Fee: GS01 $90."
"ES 5153","Urban Environmental Planning and Sustainability","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","This course examines how the concept of sustainable development applies to buildings, cities and urban regions and gives students insight into a variety of contemporary urban planning and green building issues through the sustainability lens. Ways to coordinate goals of environmental, economic, and social equity at different scales of planning are addressed, including the region, the city, the neighborhood, the site, and buildings. This course has Differential Tuition.  Course Fee: GS01 $90."
"ES 5163","Urban Wildlife Ecology","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","Fundamentals of urban ecology, field methods including urban wildlife and human surveys, and urban wildlife management and conservation strategies. Generally offered: Fall of even years. This course has Differential Tuition.  Course Fee: GS01 $90."
"ES 5173","Fundamental of Environmental Risk Assessment","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","This course will offer hands-on training in the primary areas of risk assessment (e.g., hazard identification, dose-response assessment, exposure assessment, and risk characterization). Generally offered: Fall of odd years. This course has Differential Tuition.  Course Fee: GS01 $90."
"ES 5183","Advanced Environmental Risk Assessment","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","This course will offer hands-on training in the advanced areas of risk assessment (e.g., hazard identification, dose-response assessment, exposure assessment, and risk characterization). Generally offered: Spring of even years. This course has Differential Tuition.  Course Fee: GS01 $90."
"ES 5213","Environmental Geology","(3-0) 3 Credit Hours.","Environmental Sciences (ES)","Graduate","Prerequisite:GEO 4063or consent of instructor. Geologic materials and processes as related to their influence on the human physical environment. Effects of landscape modification and geologic hazards such as earthquakes and landslides. Properties of minerals, rocks, and soils and geologic aspects of waste disposal and water resources are examined. Course cannot be used for graduate credit by students in Geology. (Formerly EES 5213. Credit cannot be earned for both EES 5213 andES 5213.) This course has Differential Tuition.  Course Fee: GS01 $90; LRS1 $46.20; STSI $21.60."
